20190301,148.86,12.14,4520.992,320
20190601,151.56,12.94,4923.116,349
20190901,158.33,14.49,5244.905,382
20191201,167.09,16.23,5467.434,418
20200301,182.86,19.84,5767.691,484
20200601,192.95,22.49,6148.286,569
20200901,195.15,23.5,6435.637,635
20201201,203.66,25.49,6644.442,685
20210301,207.64,26.85,7163.282,762
