순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
16,애프터: 그 후,2020-10-07,"295,004,040",0.7%,"298,532,040","35,051","35,443",420,"6,093",미국,미국,판씨네마(주)
17,"어디갔어, 버나뎃",2020-10-08,"234,568,500",0.6%,"238,438,000","28,099","28,372",253,"5,814",미국,미국,"(주)디스테이션,(주)엔케이컨텐츠"
18,위플래쉬,2015-03-12,"212,148,560",0.5%,"12,868,863,605","25,586","1,614,634",481,"3,790",미국,미국,"워터홀컴퍼니(주),(주)쇼박스"
19,오! 문희,2020-09-02,"183,089,940",0.4%,"2,797,604,600","24,849","350,991",96,816,한국,한국,CGV아트하우스
20,폰조,2020-10-14,"202,803,310",0.5%,"202,803,310","24,539","24,539",574,"7,231",미국,미국,(주)키다리이엔티
21,다만 악에서 구하소서 파이널컷,2020-10-28,"175,194,950",0.4%,"175,194,950","20,552","20,552",475,"4,175",한국,한국,(주)씨제이이엔엠
22,돌멩이,2020-10-15,"135,274,400",0.3%,"139,684,400","16,269","16,759",425,"4,862",한국,한국,(주)리틀빅픽쳐스
23,강철비2 : 정상회담 확장판,2020-09-30,"78,862,000",0.2%,"89,826,500","15,800","18,298",126,"1,434",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
24,테슬라,2020-10-28,"112,953,360",0.3%,"112,953,360","14,557","14,557",460,"3,156",미국,미국,(주)제이앤씨미디어그룹
25,극장판 요괴워치: 포에버 프렌즈,2020-10-15,"105,037,950",0.3%,"105,037,950","13,351","13,351",422,"2,384",일본,일본,(주)씨제이이엔엠
26,밥정,2020-10-07,"99,169,100",0.2%,"104,995,100","12,662","13,437",182,"2,529",한국,한국,(주)엣나인필름
27,해수의 아이,2020-09-30,"114,238,010",0.3%,"138,083,050","12,413","15,002",72,"1,306",일본,일본,(주)영화사오원
28,기기괴괴 성형수,2020-09-09,"66,653,200",0.2%,"860,219,400","12,289","101,639",32,390,한국,한국,(주)트리플픽쳐스
29,부활: 그 증거,2020-10-08,"99,130,090",0.2%,"106,228,810","11,672","12,518",111,"1,188",한국,한국,(주)영화사 진진
30,21 브릿지: 테러 셧다운,2020-01-01,"76,190,590",0.2%,"852,535,290","9,597","109,840",95,898,미국,미국,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
31,아웃포스트,2020-09-23,"70,196,230",0.2%,"427,532,870","8,969","51,233",69,715,미국,미국,(주)제이앤씨미디어그룹
32,디바,2020-09-23,"63,836,820",0.2%,"898,291,350","7,816","107,475",144,"1,048",한국,한국,메가박스중앙(주)플러스엠
33,BIAF2020 BIAF 클래식,,"45,000,000",0.1%,"45,000,000","7,500","7,500",5,68,기타,기타,
34,뮬란,2020-09-17,"66,346,270",0.2%,"2,077,955,620","7,394","236,039",88,773,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
35,교실 안의 야크,2020-09-30,"62,517,160",0.2%,"68,473,540","7,298","8,052",30,722,기타,기타,주식회사 슈아픽처스
36,할로윈: 살인마 잭,2020-07-21,"38,531,520",0.1%,"39,400,520","7,164","7,985",16,101,영국,영국,(주)영화사 안다미로
37,종이꽃,2020-10-22,"56,548,910",0.1%,"57,625,910","6,699","6,852",256,"2,004",한국,한국,(주)스튜디오 보난자
38,죽이는 여자,2020-08-23,"33,448,000",0.1%,"35,852,000","6,526","8,858",17,90,미국,미국,(주)영화사 안다미로
39,무협: 더 코드,2020-06-22,"33,378,040",0.1%,"35,376,040","6,451","8,371",19,93,미국,미국,(주)영화사 안다미로
40,부니베어: 원시시대 대모험,2020-10-22,"50,995,700",0.1%,"50,995,700","6,371","6,371",216,884,중국,중국,(주)라이크콘텐츠
41,지구 침공: 컨테이젼,2020-06-08,"32,880,000",0.1%,"33,638,000","6,000","6,716",18,90,영국,"영국,프랑스",(주)영화사 안다미로
42,기묘한 이야기: 리플레이,2020-08-23,"27,958,040",0.1%,"29,759,040","5,525","7,266",14,81,미국,미국,(주)영화사 안다미로
43,남과 여: 여전히 찬란한,2020-10-15,"45,635,900",0.1%,"47,515,900","5,433","5,648",69,757,프랑스,프랑스,(주)팝엔터테인먼트
44,맨슨 패밀리,2020-06-15,"27,863,000",0.1%,"29,922,000","5,427","7,396",11,70,영국,"영국,미국",(주)영화사 안다미로
45,블러드: 궁금한 이야기,2020-06-15,"27,843,000",0.1%,"29,791,000","5,407","7,265",11,68,영국,영국,(주)영화사 안다미로
46,마르지엘라,2020-09-30,"46,264,710",0.1%,"49,464,170","5,097","5,451",31,565,기타,기타,하준사
47,에브리타임 아이 다이,2020-10-21,"38,024,760",0.1%,"38,465,760","4,610","4,659",140,"1,115",미국,미국,(주)다자인소프트
48,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,2020-09-24,"34,515,280",0.1%,"106,963,610","4,589","14,488",88,673,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
49,사냥의 시간: 데스 게임,2020-06-22,"22,392,520",0.1%,"24,370,520","4,441","6,337",14,90,미국,미국,(주)영화사 안다미로
50,트롤 킹,2020-10-07,"34,587,510",0.1%,"34,587,510","4,401","4,401",190,864,기타,기타,(주)박수엔터테인먼트
51,트라이얼 오브 더 시카고 7,2020-10-07,"34,322,200",0.1%,"34,322,200","4,217","4,217",103,"1,150",미국,미국,메가박스중앙(주)플러스엠
52,팔로우 미,2020-10-22,"34,829,300",0.1%,"34,829,300","4,184","4,184",138,954,미국,미국,(주)디스테이션
53,프록시마 프로젝트,2020-10-15,"32,429,940",0.1%,"33,049,940","3,765","3,852",86,779,프랑스,프랑스,(주)영화사 진진
54,안녕까지 30분,2020-10-14,"29,582,800",0.1%,"29,582,800","3,539","3,539",115,"1,177",일본,일본,(주)디스테이션
55,마틴 에덴,2020-10-29,"34,415,240",0.1%,"34,415,240","3,473","3,473",54,212,이탈리아,이탈리아,알토미디어(주)
56,베이비티스,2020-10-22,"28,780,070",0.1%,"29,023,570","3,472","3,498",57,511,호주,호주,M&M 인터내셔널
57,마샤와 곰: 최고 중에 최고,2020-10-08,"27,734,500",0.1%,"27,734,500","3,415","3,415",158,724,러시아,러시아,(주)팝엔터테인먼트
58,엣지 오브 투모로우,2014-06-04,"26,073,000",0.1%,"38,759,034,201","3,352","4,702,659",38,616,미국,미국,워너브러더스 코리아(주)
59,웨이크필드 프로젝트,2020-06-08,"16,988,000",0.0%,"17,811,000","3,100","3,881",12,43,미국,미국,(주)영화사 안다미로
60,젊은이의 양지,2020-10-28,"23,295,270",0.1%,"24,009,270","2,837","2,939",107,442,한국,한국,(주)리틀빅픽쳐스
61,마이 리틀 포니: 레인보우 로드 트립,2020-10-29,"21,898,780",0.1%,"21,898,780","2,720","2,720",211,454,미국,미국,(주)박수엔터테인먼트
62,태양의 소녀들,2020-10-22,"22,981,470",0.1%,"22,981,470","2,669","2,669",103,682,프랑스,프랑스,(주)이수C&E
63,담쟁이,2020-10-28,"19,204,990",0.0%,"20,261,990","2,562","2,680",89,426,한국,한국,(주)트리플픽쳐스
64,그리드,2020-10-15,"21,278,500",0.1%,"21,449,500","2,396","2,417",66,506,영국,영국,와이드 릴리즈(주)
65,도망친 여자,2020-09-17,"19,767,070",0.0%,"84,106,240","2,305","9,963",26,422,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
66,프란시스 하,2014-07-17,"19,469,150",0.0%,"646,304,160","2,193","82,682",34,372,미국,미국,그린나래미디어(주)
67,남매의 여름밤,2020-08-20,"17,544,460",0.0%,"174,041,102","2,129","20,893",16,315,한국,한국,그린나래미디어(주)
68,다만 악에서 구하소서,2020-08-05,"12,011,880",0.0%,"38,597,000,990","2,045","4,357,277",17,103,한국,한국,(주)씨제이이엔엠
69,알피니스트 - 어느 카메라맨의 고백,2020-10-15,"16,449,630",0.0%,"19,051,430","2,039","2,417",21,225,한국,한국,민치앤필름
70,피원에이치 : 새로운 세계의 시작,2020-10-08,"18,629,200",0.0%,"18,629,200","2,036","2,036",87,841,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
71,보테로,2020-09-24,"15,555,840",0.0%,"30,765,840","1,898","3,733",27,315,캐나다,캐나다,(주)마노엔터테인먼트
72,우리가 이별 뒤에 알게 되는 것들,2020-09-30,"14,342,760",0.0%,"18,579,740","1,816","2,257",35,395,캐나다,캐나다,아이 엠
73,카일라스 가는 길,2020-09-03,"12,242,840",0.0%,"68,963,040","1,684","8,999",16,211,한국,한국,(주)영화사 진진
74,블루 아워,2020-07-22,"7,824,000",0.0%,"210,470,600","1,564","25,374",8,8,일본,일본,오드
75,날씨의 아이,2019-10-30,"8,848,630",0.0%,"5,854,611,680","1,506","714,256",39,271,일본,일본,"(주)미디어캐슬,워터홀컴퍼니(주)"
76,도굴,2020-11-04,"13,020,000",0.0%,"13,020,000","1,468","1,468",6,10,한국,한국,(주)씨제이이엔엠
77,너의 이름은.,2017-01-04,"8,604,690",0.0%,"30,044,355,786","1,441","3,734,002",40,296,일본,일본,메가박스중앙(주)플러스엠
78,블레이드 러너 2049,2017-10-12,"14,913,300",0.0%,"2,789,884,065","1,327","323,991",2,59,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
79,예티: 신비한 동물 탐험대,2020-10-08,"10,032,160",0.0%,"10,032,160","1,307","1,307",78,298,캐나다,캐나다,(주)디스테이션
80,다시 만난 날들,2020-09-24,"10,128,050",0.0%,"37,057,280","1,189","4,095",24,222,한국,한국,(주)영화사오원
81,지니어스 독,2020-09-16,"7,764,000",0.0%,"37,463,400","1,178","4,828",15,16,미국,미국,(주)키다리이엔티
82,웰컴 투 X-월드,2020-10-29,"8,443,900",0.0%,"9,543,900",979,"1,139",23,74,한국,한국,(주)시네마달
83,스파이더맨: 뉴 유니버스,2018-12-12,"10,409,000",0.0%,"6,018,885,176",944,"724,394",2,43,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
84,디어 마이 지니어스,2020-10-22,"5,274,400",0.0%,"5,274,400",918,918,14,99,한국,한국,필름다빈
85,글로리아를 위하여,2020-10-29,"8,078,400",0.0%,"8,078,400",909,909,36,121,프랑스,"프랑스,이탈리아",찬란
86,나의이름,2020-10-14,"6,988,500",0.0%,"6,988,500",832,832,38,265,한국,한국,시네마 뉴원
87,공포분자,2020-09-17,"6,704,000",0.0%,"42,461,630",792,"5,469",13,133,기타,기타,(주)에이썸엔터테인먼트
88,원더풀 데이즈,2003-07-17,"6,363,370",0.0%,"6,363,370",718,718,52,175,한국,한국,"(주)에이원엔터테인먼트,아우라엔터테인먼트"
89,황무지 5월의 고해,2020-10-28,"5,874,500",0.0%,"5,874,500",691,691,32,114,한국,한국,시네마 뉴원
90,테스와 보낸 여름,2020-09-10,"4,988,250",0.0%,"90,982,250",598,"10,188",17,123,네덜란드,네덜란드,(주)팝엔터테인먼트
91,내 사랑 찾기,2020-10-22,"4,557,300",0.0%,"4,557,300",560,560,38,222,미국,미국,(주)팝엔터테인먼트
92,페뷸러스,2020-11-05,"4,325,500",0.0%,"4,325,500",534,534,2,9,캐나다,캐나다,"(주)싸이더스,찬란"
93,라라랜드,2016-12-07,"5,010,000",0.0%,"30,847,619,148",521,"3,739,010",3,21,미국,미국,판씨네마(주)
94,사당동 더하기 33,,"2,500,000",0.0%,"2,715,000",500,532,1,2,한국,한국,
95,에이바,2020-09-09,"2,976,000",0.0%,"178,670,250",496,"22,832",2,3,미국,미국,(주)제이앤씨미디어그룹
96,말괄량이 길들이기,,"964,000",0.0%,"3,011,000",482,"1,498",1,12,이탈리아,"이탈리아,미국",
97,69세,2020-08-20,"2,605,500",0.0%,"73,533,190",460,"9,117",7,73,한국,한국,(주)엣나인필름
98,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,"3,686,910",0.0%,"1,002,886,750",448,"123,098",8,45,일본,일본,(주)씨제이이엔엠
99,버터필드 8,,"879,000",0.0%,"10,158,000",437,"4,715",1,12,미국,미국,
100,두 여인,,"1,001,000",0.0%,"18,384,000",433,"8,353",1,13,이탈리아,"이탈리아,프랑스",
101,드라이브,2011-11-17,"3,664,480",0.0%,"279,078,130",409,"34,425",8,51,미국,미국,"주식회사 풍경소리,판씨네마(주)"
102,온워드: 단 하루의 기적,2020-06-17,"2,535,000",0.0%,"3,584,542,060",396,"417,231",3,8,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
103,뱅크시,,"3,292,500",0.0%,"3,405,500",383,399,5,31,영국,영국,(주)마노엔터테인먼트
104,반도,2020-07-15,"3,730,000",0.0%,"33,072,531,280",373,"3,812,250",3,4,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
105,꿀벌과 천둥,2020-10-29,"3,449,900",0.0%,"3,985,900",365,451,35,90,일본,일본,(주)디스테이션
106,아나스타샤,1997-12-20,"723,000",0.0%,"13,888,000",359,"6,446",1,12,미국,미국,
107,위 섬온 더 다크니스,2020-09-17,"1,812,000",0.0%,"16,101,320",357,"3,131",5,35,미국,미국,(주)누리픽쳐스
108,캐나다 평원,,"708,000",0.0%,"708,000",354,354,1,12,미국,미국,
109,여기가 천국,,"1,750,000",0.0%,"1,954,000",350,554,1,2,프랑스,"프랑스,카타르,독일,캐나다,터키,팔레스타인",
110,하오의 결투,,"684,000",0.0%,"4,976,000",342,"2,476",1,9,미국,미국,
111,불의 전차,2016-06-16,"2,889,800",0.0%,"396,511,900",338,"58,535",19,61,영국,영국,"(주)라이크콘텐츠,(주)프레인글로벌"
112,반교: 디텐션,2020-08-13,"1,692,000",0.0%,"326,377,250",332,"36,405",2,4,기타,기타,(주)팝엔터테인먼트
113,스윈들러,2020-10-08,"2,634,000",0.0%,"2,634,000",330,330,16,115,한국,한국,(주)이놀미디어
114,잔다르크,,"637,000",0.0%,"9,791,000",316,"4,883",1,9,미국,미국,
115,위대한 쇼맨,2017-12-20,"2,713,000",0.0%,"13,411,169,070",308,"1,709,438",2,23,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
116,#살아있다,2020-06-24,"2,890,000",0.0%,"15,968,219,900",289,"1,903,992",2,2,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
117,유전,2018-06-07,"2,018,000",0.0%,"1,596,505,478",288,"181,194",15,24,미국,미국,(주)팝엔터테인먼트
118,포기와 베스,2020-10-06,"6,756,900",0.0%,"6,756,900",280,280,7,48,미국,미국,(주) 인스터 글로벌
118,갈채,,"560,000",0.0%,"11,629,000",280,"5,463",1,9,미국,미국,
120,리스본행 야간열차,2014-06-05,"2,056,500",0.0%,"606,951,336",270,"79,003",1,10,독일,"독일,스위스,포르투갈",(주)나이너스엔터테인먼트
121,소년시절의 너,2020-07-09,"2,446,000",0.0%,"601,442,700",268,"70,274",2,40,중국,중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
122,아가씨 손길을 부드럽게,,"532,000",0.0%,"532,000",266,266,1,16,프랑스,"프랑스,이탈리아",
123,후쿠오카,2020-08-27,"1,616,000",0.0%,"43,904,020",256,"5,425",5,67,한국,한국,"(주)률필름,㈜인디스토리"
124,우리를 갈라놓는 것들,2019-11-28,"1,801,000",0.0%,"17,249,580",255,"2,091",1,2,한국,한국,(주)엣나인필름
125,뮤지컬 버드나무에 부는 바람,2020-10-07,"4,476,500",0.0%,"4,476,500",254,254,11,123,영국,영국,C 무비
126,뉘른베르크의 재판,,"502,000",0.0%,"3,287,000",251,"1,400",1,8,미국,미국,
127,SISFF2020 해외경쟁 5: 내가 숨쉬는 공기,,"1,250,000",0.0%,"1,250,000",250,250,1,1,기타,기타,
127,여인들,,"1,250,000",0.0%,"1,250,000",250,250,1,1,스위스,스위스,
127,바다로 가자,2020-06-18,"1,250,000",0.0%,"10,401,700",250,"1,623",1,1,한국,한국,ZONE Film
130,살로메,2020-09-20,"6,204,100",0.0%,"12,223,600",245,486,7,41,독일,독일,(주)케빈앤컴퍼니
131,십계,1973-06-16,"462,000",0.0%,"39,951,072",231,"20,358",1,4,미국,미국,
132,가스등,,"450,000",0.0%,"9,338,000",225,"4,375",1,9,미국,미국,
133,사랑하는 시바여 돌아오라,,"448,000",0.0%,"3,267,000",224,"1,396",1,9,미국,미국,
134,레토,2019-01-03,"2,254,000",0.0%,"200,988,672",219,"22,794",1,10,러시아,"러시아,프랑스","(주)엣나인필름,플레이리스트(주)"
135,마티,,"424,000",0.0%,"5,604,000",212,"2,797",1,12,미국,미국,
136,이브의 세 얼굴,,"438,000",0.0%,"438,000",209,209,1,8,미국,미국,
137,초속5센티미터,2007-06-21,"1,426,000",0.0%,"265,138,742",207,"44,094",1,7,일본,일본,"대원디지털엔터테인먼트,(주)팝엔터테인먼트"
138,스케어리 스토리:어둠의 속삭임,2020-03-25,"1,435,000",0.0%,"376,927,420",206,"45,195",15,27,미국,미국,(주)제이앤씨미디어그룹
138,힐마 아프 클린트 - 미래를 위한 그림,,"1,663,000",0.0%,"2,312,000",206,300,5,23,독일,독일,(주)마노엔터테인먼트
140,미스터 홉스 휴가 가다,,"408,000",0.0%,"408,000",204,204,1,9,미국,미국,
141,동아시아반일무장전선,2020-08-20,"1,491,000",0.0%,"8,386,000",200,"1,070",2,21,한국,한국,아이 엠
142,여왕벌,,"396,000",0.0%,"662,000",198,331,1,9,미국,미국,
143,포드 V 페라리,2019-12-04,"1,598,000",0.0%,"12,086,803,220",189,"1,371,105",2,16,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
144,"구름의 저편, 약속의 장소",2017-02-28,"1,290,000",0.0%,"35,852,400",184,"4,894",1,7,일본,일본,(주)삼지애니메이션
145,사탄의 인형,2019-06-20,"1,248,000",0.0%,"560,008,590",178,"60,518",12,23,미국,미국,(주)이수C&E
146,더 보이,2016-06-01,"1,213,000",0.0%,"453,459,321",172,"57,441",15,22,미국,미국,(주)리틀빅픽쳐스
147,킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,"2,205,000",0.0%,"2,205,000",170,170,1,1,영국,영국,(주)영화사오원
148,어린 엄마4,2020-10-23,"935,000",0.0%,"935,000",169,169,20,20,한국,한국,(주)컨텐츠 빌리지
148,형수 길들이기,2020-10-07,"935,000",0.0%,"935,000",169,169,20,20,한국,한국,(주)컨텐츠 빌리지
148,애완남,2020-10-23,"935,000",0.0%,"935,000",169,169,20,20,한국,한국,(주)컨텐츠 빌리지
151,고령가 소년 살인사건,2017-11-23,"1,457,500",0.0%,"133,468,000",167,"10,196",3,9,대만,대만,(주)리틀빅픽쳐스
152,안티고네,2020-11-19,"819,000",0.0%,"819,000",166,166,6,7,캐나다,캐나다,"그린나래미디어(주),(주)키다리이엔티"
153,낙엽귀근,2020-09-24,"1,334,000",0.0%,"5,939,380",163,728,5,44,중국,중국,주식회사 블루필름웍스
154,CJ문화재단 글로벌 단편영화 상영회 섹션2,,"1,280,000",0.0%,"1,280,000",160,160,1,1,기타,기타,
154,CJ문화재단 글로벌 단편영화 상영회 섹션1,,"1,280,000",0.0%,"1,280,000",160,160,1,1,기타,기타,
156,농부의 딸,,"326,000",0.0%,"326,000",158,158,1,6,미국,미국,
157,본 투 비 블루,2016-06-09,"1,065,000",0.0%,"770,736,624",157,"94,574",2,18,캐나다,"캐나다,영국,미국",그린나래미디어(주)
158,야구소녀,2020-06-18,"684,000",0.0%,"319,273,720",152,"37,392",1,4,한국,한국,"(주)싸이더스,찬란"
159,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,"1,408,970",0.0%,"400,494,610",150,"45,484",3,16,일본,일본,(주)애니플러스
160,별을 쫓는 아이,2011-08-25,"857,000",0.0%,"448,558,392",143,"64,157",1,4,일본,일본,"(주)박수엔터테인먼트,에이원엔터테인먼트"
161,걸후드,2020-11-12,"696,500",0.0%,"6,355,500",141,803,3,3,프랑스,프랑스,(주)영화특별시에스엠씨
162,남산의 부장들,2020-01-22,"822,000",0.0%,"41,225,216,650",137,"4,750,345",1,1,한국,한국,(주)쇼박스
163,렛 힘 고,2020-11-05,"677,000",0.0%,"677,000",136,136,8,9,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
164,CJ문화재단 글로벌 단편영화 상영회 섹션3,,"1,080,000",0.0%,"1,080,000",135,135,1,1,기타,기타,
165,유쾌한 과부,2020-10-02,"4,470,000",0.0%,"4,470,000",134,134,6,35,이탈리아,이탈리아,일미디어
166,타오르는 여인의 초상,2020-01-16,"1,089,000",0.0%,"1,255,239,398",133,"149,083",2,8,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
166,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,"1,232,570",0.0%,"354,476,730",133,"44,169",3,14,일본,일본,(주)박수엔터테인먼트
168,팡팡 튤립,,"262,000",0.0%,"262,000",131,131,1,9,이탈리아,"이탈리아,프랑스",
169,전함 슈퍼호의 최후,,"258,000",0.0%,"2,073,000",129,"1,110",1,9,영국,영국,
169,너와 파도를 탈 수 있다면,2020-07-08,"1,372,000",0.0%,"91,242,980",129,"10,498",1,7,일본,일본,메가박스중앙(주)플러스엠
171,사탄탱고,,"894,000",0.0%,"8,385,000",128,"1,232",1,3,헝가리,"헝가리,독일,스위스",
172,타샤 튜더,2018-09-13,"1,068,000",0.0%,"367,748,850",127,"46,462",5,22,일본,일본,(주)마노엔터테인먼트
173,코만체로스,,"252,000",0.0%,"8,534,000",126,"4,070",1,9,미국,미국,
173,하나 그리고 둘,2000-10-28,"1,099,500",0.0%,"87,134,100",126,"9,276",4,13,대만,"대만,일본",(주)리틀빅픽쳐스
175,악사들,2014-12-04,"359,000",0.0%,"8,890,700",122,"1,807",1,32,한국,한국,㈜인디스토리
175,제14회 안양여성인권영화제 섹션4,,"732,000",0.0%,"732,000",122,122,1,1,기타,기타,
175,제14회 안양여성인권영화제 섹션1,,"732,000",0.0%,"732,000",122,122,1,1,기타,기타,
175,제14회 안양여성인권영화제 섹션2,,"732,000",0.0%,"732,000",122,122,1,1,한국,한국,
175,제14회 안양여성인권영화제 섹션3,,"732,000",0.0%,"732,000",122,122,1,1,한국,한국,
180,아빠가 떠나신다,,"605,000",0.0%,"605,000",121,121,1,1,프랑스,프랑스,
180,SISFF2020 일제강제동원 피해자와 그 가족의 이야기,,"605,000",0.0%,"605,000",121,121,1,1,한국,한국,
180,SISFF2020 해외경쟁 4: 우리를 잇는 것이 슬픔일지라도,,"605,000",0.0%,"605,000",121,121,1,1,기타,기타,
180,SISFF2020 국내경쟁 5: 일상의 구성,,"605,000",0.0%,"605,000",121,121,1,1,한국,한국,
180,SISFF2020 국내경쟁 2: 이동하는 시선,,"605,000",0.0%,"605,000",121,121,1,1,한국,한국,
180,노사리:순간의 영원,,"605,000",0.0%,"605,000",121,121,1,1,일본,일본,
186,살로메,,"234,000",0.0%,"3,975,000",117,"1,982",1,6,미국,미국,
187,제리 맥과이어,1997-02-01,"1,100,000",0.0%,"39,624,400",110,"5,385",1,2,미국,미국,(주)피터팬픽쳐스
188,하타리,,"212,000",0.0%,"9,936,000",106,"4,747",1,6,미국,미국,
189,앙상블,2020-11-05,"1,155,000",0.0%,"1,155,000",105,105,1,1,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
189,브리짓 존스의 일기,2001-09-01,"1,050,000",0.0%,"9,354,000",105,"1,745",1,2,영국,영국,"(주)제이앤씨미디어그룹,UIP코리아"
191,위크엔드 인 파리,2014-05-01,"818,500",0.0%,"266,384,900",104,"34,227",1,5,영국,영국,판씨네마(주)
191,마티아스와 막심,2020-07-23,"1,106,000",0.0%,"112,113,420",104,"12,490",2,17,캐나다,캐나다,(주)엣나인필름
193,犬견 : 버려진 아이들,2020-10-18,"314,000",0.0%,"314,000",102,102,1,26,한국,한국,주식회사 씨엠닉스
194,예기치 못한 일,,"205,000",0.0%,"205,000",100,100,1,3,영국,영국,
195,홀리 모터스,2013-04-04,"791,000",0.0%,"158,972,600",99,"20,302",2,7,프랑스,"프랑스,독일","(주)영화사 안다미로,오드"
195,전쟁과 애욕,,"203,000",0.0%,"3,506,000",99,"1,679",1,8,미국,미국,
197,라 붐,2013-10-24,"980,000",0.0%,"70,940,500",98,"9,446",1,2,프랑스,프랑스,(주)앤드플러스미디어웍스
197,다운폴 : 히틀러와 제3국의 종말,,"661,000",0.0%,"661,000",98,98,1,2,독일,"독일,오스트리아 ,체코",
199,소리꾼,2020-07-01,"873,000",0.0%,"669,922,680",97,"82,450",1,2,한국,한국,(주)리틀빅픽쳐스
199,가을이야기,,"710,000",0.0%,"7,779,000",97,"1,100",1,6,프랑스,프랑스,
201,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,"672,000",0.0%,"672,000",96,96,1,1,영국,영국,와이드 릴리즈(주)
201,젊은 사자들,,"192,000",0.0%,"9,377,000",96,"4,751",1,4,미국,미국,
203,우게츠 이야기,,"648,000",0.0%,"2,117,000",94,324,1,2,일본,일본,
203,천국보다 낯선,1995-11-11,"741,500",0.0%,"32,319,100",94,"3,702",1,5,미국,미국,(주)영화사 안다미로
