순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
34,나소흑전기: 첫만남편,2021-04-22,"44,541,500",0.2%,"44,541,500","4,720","4,720",133,"1,059",중국,중국,(주)디스테이션
35,부활,2020-07-09,"34,983,740",0.1%,"170,210,250","4,384","21,416",33,377,한국,한국,(주)중헌홀딩스
36,스파이의 아내,2021-03-25,"35,325,890",0.2%,"96,554,860","3,949","10,984",34,534,일본,일본,M&M 인터내셔널
37,구원,2021-04-08,"25,388,250",0.1%,"25,388,250","3,689","3,689",32,323,한국,한국,(주)영화사오원
38,크루즈 패밀리: 뉴 에이지,2021-05-05,"34,673,000",0.1%,"34,673,000","3,592","3,592",20,31,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
39,메이헴,2021-04-08,"20,816,400",0.1%,"20,816,400","3,579","3,579",37,707,미국,미국,주식회사 컨텐츠썬
40,아틱,2019-03-27,"22,437,400",0.1%,"98,522,410","3,356","13,101",43,508,아이슬란드,아이슬란드,"(주)영화특별시에스엠씨,(주)삼백상회"
41,학교 가는 길,2021-05-05,"26,120,000",0.1%,"26,647,000","3,254","3,329",7,33,한국,한국,(주)영화사 진진
42,죽은 시인의 사회,1990-05-19,"32,381,380",0.1%,"474,043,280","3,197","62,030",103,728,미국,미국,"(주)디스테이션,(주)드림팩트엔터테인먼트,브에나비스타픽쳐스"
43,잃어버린 얼굴 1895,2021-02-24,"19,021,000",0.1%,"135,487,000","3,174","9,558",10,25,한국,한국,(재)서울예술단
44,아이들은 즐겁다,2021-05-05,"22,823,000",0.1%,"22,823,000","3,171","3,171",9,21,한국,한국,"메가박스중앙(주)플러스엠,(주)영화사울림"
45,더스트맨,2021-04-07,"20,364,780",0.1%,"25,340,780","3,125","3,714",47,517,한국,한국,(주)트리플픽쳐스
46,소년시절의 너,2020-07-09,"28,186,070",0.1%,"670,229,550","2,998","79,847",96,720,중국,중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
47,플립,2017-07-12,"23,258,630",0.1%,"2,853,229,530","2,888","358,669",110,821,미국,미국,(주)팝엔터테인먼트
48,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,"54,736,500",0.2%,"334,554,000","2,736","17,264",53,430,한국,한국,"CGV ICECON,씨제이포디플렉스 주식회사"
49,부기,2021-04-21,"13,897,000",0.1%,"13,897,000","2,620","2,620",13,77,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
50,인천스텔라,2021-03-25,"16,929,210",0.1%,"26,353,080","2,588","3,665",25,358,한국,한국,(주)영화사 그램
51,턴: 더 스트릿,2021-03-31,"13,537,000",0.1%,"16,763,000","2,505","2,919",47,374,한국,한국,(주)26컴퍼니
52,커피 오어 티,2021-03-31,"21,239,350",0.1%,"48,768,820","2,455","6,221",108,764,중국,중국,(주)넥스트엔터테인먼트월드(NEW)
53,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,2021-04-28,"19,383,200",0.1%,"19,383,200","2,420","2,420",115,387,영국,영국,주식회사 컨텐츠썬
54,중경삼림,1995-09-02,"20,862,100",0.1%,"635,563,270","2,262","68,096",22,311,홍콩,홍콩,(주)디스테이션
55,"그 시절, 우리가 좋아했던 소녀",2012-08-22,"14,214,790",0.1%,"372,492,560","1,984","52,605",109,282,대만,대만,"(주)이놀미디어,(주)드림팩트엔터테인먼트,(주)미로스페이스,씨너스엔터테인먼트(주),(주)미로비젼,(주)박수엔터테인먼트"
56,아가씨(확장판),,"13,432,500",0.1%,"142,124,050","1,924","18,224",7,180,한국,한국,
57,간이역,2021-02-18,"16,461,000",0.1%,"25,489,340","1,829","2,887",5,9,한국,한국,(주)드림팩트엔터테인먼트
58,"좋은 빛, 좋은 공기",2021-04-28,"13,837,570",0.1%,"13,837,570","1,765","1,765",60,208,한국,한국,(주)엣나인필름
59,정말 먼 곳,2021-03-18,"12,280,970",0.1%,"85,788,850","1,734","10,791",24,260,한국,한국,그린나래미디어(주)
60,번지점프를 하다,2001-02-02,"17,161,500",0.1%,"57,425,800","1,669","7,086",50,598,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),이언픽쳐스,브에나비스타인터내셔널코리아"
61,미션 파서블,2021-02-17,"8,475,400",0.0%,"4,059,926,600","1,584","446,163",8,55,한국,한국,(주)메리크리스마스
62,바람과 함께 사라지다,1972-12-23,"9,638,730",0.0%,"72,233,730","1,401","25,371",48,166,미국,미국,(주)피터팬픽쳐스
63,노예 12년,2014-02-27,"9,213,500",0.0%,"3,657,200,900","1,384","500,422",35,375,미국,"미국,영국","판씨네마(주),(주)프레인글로벌"
64,내겐 너무 소중한 너,2021-05-12,"12,560,000",0.1%,"12,560,000","1,379","1,379",12,18,한국,한국,(주)파인스토리
65,프라미싱 영 우먼,2021-02-24,"10,968,100",0.0%,"66,785,000","1,350","8,580",18,161,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
66,적호서생,2021-04-29,"9,090,220",0.0%,"9,090,220","1,311","1,311",22,85,중국,중국,찬란
67,국카스텐 콘서트 실황 : 해프닝,2021-03-24,"20,094,000",0.1%,"82,419,000","1,126","4,611",35,228,한국,한국,CGV ICECON
68,섀도우 클라우드,2021-04-22,"10,140,140",0.0%,"10,140,140","1,086","1,086",71,433,미국,미국,(주)제이앤씨미디어그룹
69,추룡 2 : 패왕,2021-04-01,"5,935,800",0.0%,"5,935,800","1,023","1,023",14,63,중국,중국,라온아이(주)
70,해피 투게더,1998-08-22,"6,964,500",0.0%,"316,724,820",943,"34,914",37,260,홍콩,홍콩,(주)디스테이션
71,바그다드 카페 : 디렉터스컷,2016-07-14,"5,587,500",0.0%,"158,331,309",920,"21,749",16,105,독일,"독일,미국","주식회사 왓챠,(주)팝엔터테인먼트"
72,리틀 조,2021-04-01,"9,172,400",0.0%,"10,050,400",907,999,22,381,오스트리아,"오스트리아 ,영국,독일,프랑스",주식회사 왓챠
73,태양은 없다,1999-01-01,"7,333,700",0.0%,"7,333,700",893,893,36,243,한국,한국,
74,영웅본색 2,1988-07-22,"6,270,180",0.0%,"28,552,180",891,"6,000",32,322,홍콩,홍콩,(유)조이앤시네마
75,아비정전,1990-12-22,"5,421,500",0.0%,"214,063,170",782,"29,498",32,256,홍콩,홍콩,(주)디스테이션
76,디 아더 사이드,2021-03-25,"4,524,140",0.0%,"17,184,130",751,"2,863",15,107,기타,기타,찬란
76,룸,2016-03-03,"5,033,970",0.0%,"706,751,870",751,"88,519",26,227,아일랜드,"아일랜드,캐나다","(주)팝엔터테인먼트,(주)영화사 빅"
78,싱크로닉,2021-04-01,"7,008,650",0.0%,"8,604,150",740,888,39,268,미국,미국,(주)제이앤씨미디어그룹
79,아들의 이름으로,2021-05-12,"6,209,000",0.0%,"6,209,000",738,738,4,13,한국,한국,(주)엣나인필름
80,잃어버린 아이들,2021-04-08,"4,578,000",0.0%,"4,578,000",678,678,26,358,기타,기타,(주)영화사오원
81,스프링 송,2021-04-21,"5,844,480",0.0%,"5,844,480",664,664,48,330,한국,한국,"주식회사 컨텐츠썬,(주)아우라픽처스"
82,진짜로 일어날지도 몰라 기적,2011-12-22,"4,232,000",0.0%,"345,853,400",622,"44,680",23,193,일본,일본,"(주)스튜디오 보난자,(주)미로비젼"
83,"무순, 세상을 가로질러",2021-04-22,"5,531,000",0.0%,"5,531,000",581,581,17,119,한국,한국,영화배급협동조합 씨네소파
84,베르나르다 알바,2021-04-28,"11,048,500",0.0%,"11,048,500",566,566,22,140,한국,한국,(주)트리플픽쳐스
85,모리타니안,2021-03-17,"4,335,910",0.0%,"367,022,560",565,"41,071",13,69,미국,미국,(주)디스테이션
86,브레이브 언더 파이어,2021-03-17,"4,582,000",0.0%,"122,427,400",513,"15,435",7,41,러시아,러시아,(주)박수엔터테인먼트
87,카오스 워킹,2021-02-24,"2,709,000",0.0%,"1,230,578,480",503,"147,403",7,19,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
88,테넷,2020-08-26,"5,361,000",0.0%,"18,469,659,170",502,"1,999,489",17,129,미국,미국,워너브러더스 코리아(주)
89,아이카,2021-03-25,"4,160,770",0.0%,"22,881,210",501,"2,590",12,108,기타,기타,(주)디오시네마
90,태극기 휘날리며,2004-02-05,"4,395,000",0.0%,"15,749,951,200",489,"2,553,148",32,166,한국,한국,"(주)다자인소프트,(주)쇼박스"
91,보더라인,2021-04-15,"5,175,840",0.0%,"5,175,840",482,482,13,92,영국,영국,THE 픽쳐스
92,시월애,2000-09-09,"3,410,000",0.0%,"6,636,000",480,"1,119",37,109,한국,한국,브에나비스타인터내셔널코리아
93,더 랍스터,2015-10-29,"3,139,940",0.0%,"491,029,740",469,"59,426",33,92,영국,"영국,그리스,아일랜드,네덜란드,프랑스","(주)팝엔터테인먼트,(주)영화사오원,(주)브리즈픽처스"
94,카르멘,2021-04-03,"11,973,200",0.1%,"11,973,200",450,450,11,79,이탈리아,이탈리아,일미디어
95,불어라 검풍아,2021-04-08,"3,996,870",0.0%,"3,996,870",442,442,29,132,한국,한국,(주)제이앤씨미디어그룹
96,남매의 여름밤,2020-08-20,"2,990,000",0.0%,"184,348,602",427,"22,255",7,105,한국,한국,그린나래미디어(주)
97,공동경비구역 JSA,2000-09-08,"3,758,500",0.0%,"29,291,700",423,"3,517",23,137,한국,한국,CJ ENM
98,파이터,2021-03-18,"3,311,000",0.0%,"48,056,090",419,"6,300",20,151,한국,한국,㈜인디스토리
99,파수꾼,2011-03-03,"2,858,500",0.0%,"207,507,900",409,"26,462",7,92,한국,한국,필라멘트픽쳐스
100,예기치 못한 일,,"822,000",0.0%,"1,249,000",406,611,1,16,영국,영국,
101,건축학개론,2012-03-22,"2,775,500",0.0%,"30,245,688,400",399,"4,114,160",7,115,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
102,트웬티 해커,2021-03-24,"1,950,000",0.0%,"15,435,500",390,"2,691",20,87,한국,한국,(주)도어이앤엠
103,빅 컨츄리,,"775,000",0.0%,"10,041,000",385,"4,637",1,12,,,
104,코드 기아스: 부활의 를르슈,2021-04-28,"3,307,000",0.0%,"3,307,000",380,380,32,102,일본,일본,(주)얼리버드픽쳐스
105,맹크,2020-11-18,"3,263,700",0.0%,"41,864,260",358,"4,662",16,117,미국,미국,메가박스중앙(주)플러스엠
106,스왈로우,2020-07-03,"2,453,000",0.0%,"14,433,000",356,"1,876",14,132,미국,"미국,프랑스",주식회사 왓챠
107,반딧불이 딘딘과 용감한 곤충 탐험대,2021-03-25,"2,363,970",0.0%,"18,642,040",353,"2,202",9,57,중국,중국,(주)씨네필운
108,삼총사,,"660,000",0.0%,"4,390,000",330,"2,185",1,16,미국,미국,
109,7인의 신부,1972-12-24,"666,000",0.0%,"16,802,000",328,"8,349",1,16,미국,미국,
110,개선문,,"650,000",0.0%,"6,135,000",325,"3,219",1,16,미국,미국,
111,빅쇼트,2016-01-21,"2,143,000",0.0%,"3,634,146,707",323,"448,382",24,136,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
112,화양연화,2000-10-20,"3,010,500",0.0%,"977,964,700",307,"110,331",6,60,홍콩,"홍콩,프랑스",(주)디스테이션
113,반지의 제왕 : 왕의 귀환,2003-12-17,"3,166,660",0.0%,"4,682,868,390",304,"726,995",3,25,미국,미국,"워너브러더스 코리아(주),CJ ENM"
114,안나 카레니나,,"621,000",0.0%,"18,388,000",303,"8,737",1,16,영국,영국,
115,극장판 바이올렛 에버가든,2020-11-12,"2,885,580",0.0%,"520,929,250",279,"60,699",1,16,일본,일본,(주)라이크콘텐츠
116,불한당: 나쁜 놈들의 세상,2017-05-17,"2,926,760",0.0%,"7,754,041,495",269,"964,368",1,24,한국,한국,(주)씨제이이엔엠
117,사막의 라이온,1981-12-17,"532,000",0.0%,"2,312,000",266,"1,144",1,6,영국,"영국,미국,리비아",
117,러빙 빈센트,2017-11-09,"2,624,650",0.0%,"3,365,539,671",266,"421,426",14,84,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
119,줄리어스 시저,,"526,000",0.0%,"8,376,000",263,"4,071",1,16,미국,미국,
120,천녀유혼,1987-12-05,"2,312,630",0.0%,"18,440,830",257,"2,920",7,63,홍콩,홍콩,
120,킬러파티 (양수리 살인사건),2021-03-31,"3,854,000",0.0%,"5,414,000",257,361,12,63,한국,한국,CGV ICECON
122,날씨의 아이,2019-10-30,"2,167,560",0.0%,"5,871,627,870",253,"716,261",5,43,일본,일본,"(주)미디어캐슬,워터홀컴퍼니(주)"
123,빛의 아버지: 파이널 판타지 XIV,2021-01-14,"1,234,000",0.0%,"34,645,000",246,"3,815",2,2,일본,일본,(주)디스테이션
124,쾌걸 조로,,"460,000",0.0%,"7,922,000",230,"3,968",1,16,미국,미국,
125,늑대소년,2012-10-31,"1,547,000",0.0%,"46,596,361,400",226,"6,655,294",6,95,한국,한국,(주)씨제이이엔엠
126,바울,2018-10-31,"1,326,500",0.0%,"2,141,926,400",225,"273,576",9,74,미국,미국,(재)CBS
127,검은 수선화,,"552,500",0.0%,"14,663,500",221,"6,819",1,12,영국,영국,
127,벌새,2019-08-29,"1,530,500",0.0%,"1,200,068,974",221,"147,682",7,65,한국,한국,"(주)엣나인필름,(주)콘텐츠판다"
129,신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 전편,2021-03-24,"1,767,500",0.0%,"8,850,500",219,"1,102",16,91,일본,일본,(주)얼리버드픽쳐스
130,시 읽는 시간,2021-03-25,"1,683,500",0.0%,"4,019,900",214,595,8,78,한국,한국,(주)마노엔터테인먼트
131,소공녀,2018-03-22,"1,440,000",0.0%,"480,639,200",213,"60,282",16,95,한국,한국,CGV아트하우스
131,제인 에어,,"426,000",0.0%,"9,634,000",213,"4,535",1,12,미국,미국,
133,위험한 관계 : 교수와 여대생,2021-04-08,"926,000",0.0%,"926,000",203,203,20,31,한국,한국,(주)케이알씨지
134,내가 마지막 본 파리,2011-02-07,"400,000",0.0%,"17,143,000",200,"8,211",1,8,미국,미국,
135,비커밍 아스트리드,2021-05-12,"1,782,000",0.0%,"1,782,000",198,198,2,2,기타,기타,알토미디어(주)
136,사랑하는 시바여 돌아오라,,"392,000",0.0%,"3,669,000",196,"1,597",1,12,미국,미국,
137,피가로의 결혼,2015-02-21,"4,656,400",0.0%,"62,622,600",192,"2,927",7,45,미국,미국,(주) 인스터 글로벌
138,기생춘 감독판,2021-04-09,"978,000",0.0%,"978,000",185,185,20,20,한국,한국,(주)나우콘텐츠
138,BBC프롬스: 거슈윈 영화 음악 콘서트,2021-04-01,"4,982,050",0.0%,"4,982,050",185,185,10,66,독일,독일,(주)케빈앤컴퍼니
140,끝없음에 관하여,,"1,364,000",0.0%,"1,364,000",183,183,1,2,기타,기타,찬란
141,반지의 제왕 : 두개의 탑,2002-12-19,"1,993,240",0.0%,"307,901,070",180,"26,033",3,24,미국,미국,"워너브러더스 코리아(주),(주)시네마서비스"
141,사랑의 스잔나,1976-08-12,"360,000",0.0%,"14,224,000",180,"7,009",1,12,한국,"한국,홍콩",
141,"쿠오바디스,아이다",2021-05-19,"1,465,000",0.0%,"1,465,000",180,180,10,12,기타,기타,M&M 인터내셔널
144,이중배상,,"358,000",0.0%,"5,161,000",179,"2,164",1,12,미국,미국,
145,영웅본색,1987-05-23,"1,593,860",0.0%,"126,156,260",178,"18,623",8,60,홍콩,홍콩,(유)조이앤시네마
146,랜드,2021-03-17,"1,558,600",0.0%,"25,638,900",175,"3,897",10,49,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
147,양키 두들 댄디,,"346,000",0.0%,"3,306,000",173,"1,648",1,12,미국,미국,
148,리칭의 여선생,1972-07-06,"324,000",0.0%,"14,366,000",162,"6,020",1,12,한국,한국,
149,스잔나,1981-07-17,"327,000",0.0%,"8,516,000",161,"4,210",1,12,홍콩,홍콩,
150,슈퍼노바,2021-05-12,"1,270,000",0.0%,"1,270,000",155,155,1,3,영국,영국,(주)디스테이션
150,바이올린 플레이어,2021-04-15,"1,290,310",0.0%,"1,290,310",155,155,14,92,기타,기타,예지림엔터테인먼트
152,최악의 하루,2016-08-25,"1,128,000",0.0%,"646,037,190",151,"81,567",6,59,한국,한국,CGV아트하우스
153,코지 판 투테,2021-04-18,"3,066,160",0.0%,"3,066,160",149,149,7,26,독일,독일,(주)케빈앤컴퍼니
154,광대: 소리꾼 감독판,,"1,390,000",0.0%,"1,390,000",146,146,1,2,한국,한국,(주)리틀빅픽쳐스
155,"마진 콜: 24시간, 조작된 진실",2013-01-03,"949,000",0.0%,"54,749,500",145,"7,694",11,58,미국,미국,(주)팝파트너스
156,듄: 드리프터,2021-04-28,"873,000",0.0%,"873,000",144,144,28,76,영국,영국,(주)스토리제이
157,솔로몬과 시바의 여왕,1972-11-24,"340,000",0.0%,"18,976,000",141,"8,962",1,8,미국,미국,
158,미드나이트 스카이,2020-12-09,"1,345,500",0.0%,"62,522,660",140,"7,241",13,80,미국,미국,메가박스중앙(주)플러스엠
158,그녀가 사라졌다,2021-03-17,"1,241,200",0.0%,"62,965,000",140,"7,182",12,56,호주,호주,(주)스튜디오디에이치엘
158,독전,2018-05-22,"793,000",0.0%,"43,487,624,113",140,"5,063,984",4,9,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
161,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,"1,221,000",0.0%,"176,587,000",138,"26,219",1,18,영국,영국,와이드 릴리즈(주)
162,교회오빠,2019-05-16,"1,233,000",0.0%,"899,631,710",137,"113,035",1,2,한국,한국,커넥트픽쳐스(주)
163,김종관 감독 기획전,,"1,262,000",0.0%,"1,262,000",134,134,2,17,한국,한국,
164,"러브 어페어: 우리가 말하는 것, 우리가 하는 것",,"927,000",0.0%,"927,000",132,132,1,2,프랑스,프랑스,
165,테이큰 하드체이싱,2021-04-08,"1,102,700",0.0%,"1,102,700",131,131,19,63,미국,미국,(유)조이앤시네마
166,신세계,2013-02-21,"964,000",0.0%,"34,921,064,285",127,"4,689,288",4,9,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
167,"갓뎀, 유",,"1,134,000",0.0%,"1,134,000",126,126,1,1,한국,한국,
168,IS 탈출,2021-04-15,"623,000",0.0%,"623,000",124,124,5,7,기타,기타,씨네라인월드(주)
169,라스트 레터,2021-02-24,"961,500",0.0%,"96,657,650",121,"11,301",4,28,일본,일본,(주)스튜디오 산타클로스엔터테인먼트
169,나의 먼 가족,2021-04-01,"337,000",0.0%,"337,000",121,121,1,56,한국,한국,주식회사 씨엠닉스
171,파리의 별빛 아래,2021-05-05,"1,190,000",0.0%,"1,190,000",119,119,1,1,프랑스,프랑스,판씨네마(주)
172,성월동화,1999-08-28,"817,000",0.0%,"29,656,800",118,"4,013",1,14,중국,중국,(주)영화사오원
173,레옹,1995-02-18,"1,128,800",0.0%,"349,336,300",115,"46,038",18,34,프랑스,프랑스,"(주)제이앤씨미디어그룹,(주)팝파트너스"
174,천녀유혼: 인간정,2021-04-08,"1,019,800",0.0%,"1,019,800",114,114,13,71,중국,중국,"예지림엔터테인먼트,주식회사 더쿱"
175,진홍의 도적,,"275,000",0.0%,"10,347,000",110,"4,822",1,6,미국,미국,
176,기도하는 남자,2020-02-20,"1,124,000",0.0%,"16,033,420",109,"2,002",1,10,한국,한국,(주)랠리버튼
176,피아니스트,2003-01-01,"997,730",0.0%,"109,424,230",109,"14,771",16,29,프랑스,프랑스,"(주)씨네월드,(주)드림팩트엔터테인먼트"
178,예수는 역사다,2017-07-13,"747,500",0.0%,"1,253,058,200",108,"174,322",6,51,미국,미국,(재)CBS
179,카라마조프가의 형제들,,"265,000",0.0%,"11,508,000",106,"5,265",1,6,미국,미국,
180,"힘내세요, 병헌씨",2013-06-27,"844,000",0.0%,"28,862,600",104,"3,980",5,38,한국,한국,㈜인디스토리
181,리스타트,2021-03-11,"668,000",0.0%,"353,392,620",102,"39,472",6,96,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
182,불타는 전장,,"252,500",0.0%,"3,367,500",101,"1,683",1,6,미국,미국,
183,나는 나를 해고하지 않는다,2021-01-28,"700,000",0.0%,"141,577,500",100,"18,499",1,1,한국,한국,(주)영화사 진진
184,지옥의 영웅들,,"250,000",0.0%,"6,422,000",99,"3,111",1,6,미국,미국,
185,악녀,2017-06-08,"764,000",0.0%,"9,740,426,144",98,"1,208,179",4,9,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
186,너의 새는 노래할 수 있어,2020-04-16,"903,000",0.0%,"21,270,900",96,"2,374",3,13,일본,일본,(주)디오시네마
187,엠마,2020-02-27,"600,000",0.0%,"39,495,500",94,"5,648",1,7,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
187,너의 이름은.,2017-01-04,"807,910",0.0%,"30,075,775,886",94,"3,737,982",5,20,일본,일본,메가박스중앙(주)플러스엠
189,셰인,,"230,000",0.0%,"27,324,000",91,"12,927",1,6,미국,미국,
190,바다로 가자,2020-06-18,"990,000",0.0%,"11,391,700",90,"1,713",1,1,한국,한국,ZONE Film
190,권총왕,,"225,000",0.0%,"4,024,000",90,"2,025",1,6,미국,미국,
190,시네마 천국,1990-07-07,"626,000",0.0%,"369,556,500",90,"59,906",1,7,프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트"
190,노가리,2021-03-31,"748,870",0.0%,"1,738,870",90,205,6,56,한국,한국,(주)드림팩트엔터테인먼트
194,공중 트라피스,,"176,000",0.0%,"10,234,000",88,"4,844",1,4,미국,미국,
194,오렌지필름 기획전 – 김우겸 배우전,,"797,000",0.0%,"797,000",88,88,1,4,한국,한국,
194,지구 최후의 밤,2019-07-25,"662,000",0.0%,"54,649,080",88,"6,724",1,2,중국,중국,찬란
197,와일드 마운틴 타임,2021-03-24,"713,000",0.0%,"35,789,910",83,"4,155",10,37,영국,영국,"(주)영화사 빅,(주)태양미디어그룹"
197,초속5센티미터,2007-06-21,"696,400",0.0%,"269,336,522",83,"44,541",3,17,일본,일본,"대원디지털엔터테인먼트,(주)팝엔터테인먼트"
199,내셔널 갤러리,2016-08-25,"628,000",0.0%,"46,668,600",82,"4,916",1,1,프랑스,"프랑스,미국",(주)영화사 진진
200,그 여름 가장 조용한 바다,2004-08-13,"483,000",0.0%,"35,333,034",80,"5,228",1,13,일본,일본,"(주)영화사 진진,(주)스폰지이엔티"
201,천로역정: 천국을 찾아서,2019-06-13,"533,500",0.0%,"2,210,752,010",79,"297,887",8,31,미국,미국,"(재)CBS,주식회사 마운틴픽쳐스"
