순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
33,부활: 그 증거,2020-10-08,"32,911,970",0.1%,"424,596,790","3,954","51,223",15,117,한국,한국,(주)영화사 진진
34,메이드 인 루프탑,2021-06-23,"34,188,540",0.1%,"38,131,540","3,684","4,259",77,674,한국,한국,(주)엣나인필름
35,미나리,2021-03-03,"22,818,340",0.0%,"10,205,059,550","3,512","1,133,027",36,333,미국,미국,판씨네마(주)
36,스파이럴,2021-05-12,"21,170,440",0.0%,"1,300,063,130","3,499","132,427",46,130,헝가리,헝가리,(주)올스타엔터테인먼트
37,미스피츠,2021-06-03,"21,606,540",0.0%,"21,606,540","3,479","3,479",21,276,미국,미국,(주)누리픽쳐스
38,애플,2021-05-26,"28,604,020",0.1%,"64,406,080","3,339","8,098",63,660,기타,기타,(주)다자인소프트
39,괴기맨숀,2021-06-30,"25,349,000",0.1%,"25,349,000","3,278","3,278",110,267,한국,한국,(주)콘텐츠판다
40,500일의 썸머,2010-01-21,"31,117,510",0.1%,"2,373,693,800","3,196","298,624",76,544,미국,미국,"(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)"
41,인트로덕션,2021-05-27,"28,508,580",0.1%,"52,327,270","3,176","5,827",81,945,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
42,썰,2021-06-03,"24,994,780",0.1%,"30,340,780","2,838","3,432",104,798,한국,한국,(주)스마일이엔티
43,극장판 콩순이: 장난감나라 대모험,2021-05-05,"20,738,750",0.0%,"674,539,880","2,472","77,064",45,427,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
44,흩어진 밤,2021-06-24,"21,557,840",0.0%,"21,696,840","2,449","2,469",49,340,한국,한국,영화배급협동조합 씨네소파
45,봄날은 간다,2001-09-28,"22,257,000",0.0%,"78,971,000","2,305","12,472",49,650,한국,한국,(주)시네마서비스
46,웬디,2021-06-30,"15,730,300",0.0%,"15,730,300","2,248","2,248",79,113,미국,미국,"(주)영화사 진진,하이, 스트레인저"
47,실크 로드,2021-06-09,"18,393,710",0.0%,"19,320,710","2,196","2,299",106,754,미국,미국,(주)디스테이션
48,강호아녀,2021-06-10,"16,894,270",0.0%,"17,132,270","2,075","2,095",45,451,프랑스,프랑스,(주)에스와이코마드
49,그레타 툰베리,2021-06-17,"16,393,600",0.0%,"16,393,600","1,929","1,929",30,276,미국,미국,(주)영화사 진진
50,혼자 사는 사람들,2021-05-19,"16,486,560",0.0%,"110,479,060","1,881","12,398",57,477,한국,한국,주식회사 더쿱
51,블라이스 스피릿,2021-06-30,"14,060,700",0.0%,"14,060,700","1,867","1,867",135,192,영국,영국,(주)이놀미디어
52,다크 앤드 위키드,2021-06-30,"12,187,900",0.0%,"12,187,900","1,710","1,710",164,299,미국,미국,와이드 릴리즈(주)
53,전야,2021-06-03,"13,493,800",0.0%,"13,493,800","1,568","1,568",55,485,한국,한국,(주)이놀미디어
54,청춘선거,2021-06-17,"10,586,500",0.0%,"10,586,500","1,537","1,537",27,232,한국,한국,아이 엠
55,더 파더,2021-04-07,"12,020,710",0.0%,"394,371,500","1,436","46,276",11,186,영국,영국,판씨네마(주)
56,#위왓치유,2021-06-03,"12,518,450",0.0%,"16,307,450","1,403","1,835",38,421,기타,기타,찬란
57,화이트 온 화이트,2021-06-10,"11,011,010",0.0%,"11,011,010","1,381","1,381",34,349,스페인,스페인,"대성필름,시네마 뉴원"
58,신비아파트 뮤지컬 시즌3 : 뱀파이어왕의 비밀,2021-05-22,"19,345,000",0.0%,"54,186,000","1,375","3,700",49,234,한국,한국,(주)씨제이이엔엠
59,프라도 위대한 미술관,2021-06-09,"19,932,500",0.0%,"19,932,500","1,108","1,108",22,339,이탈리아,이탈리아,CGV ICECON
60,더 스파이,2021-04-28,"7,855,700",0.0%,"2,844,155,830","1,104","308,545",22,202,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
61,아들의 이름으로,2021-05-12,"7,494,850",0.0%,"217,538,610","1,083","25,303",11,80,한국,한국,(주)엣나인필름
62,더 데빌,2021-06-23,"19,292,000",0.0%,"19,292,000","1,040","1,040",19,202,한국,한국,CGV ICECON
63,신해석 삼국지,2021-06-24,"6,979,140",0.0%,"8,369,080","1,035","1,196",17,113,일본,일본,"(주)리틀빅픽쳐스,(주)레드로버"
64,슈퍼노바,2021-05-12,"5,690,500",0.0%,"78,748,240","1,028","9,695",9,59,영국,영국,(주)디스테이션
65,뱅퀴시,2021-06-24,"5,104,900",0.0%,"5,104,900","1,009","1,009",48,60,미국,미국,(주)까멜리아이엔티
66,까치발,2021-06-03,"7,863,000",0.0%,"16,973,000",975,"2,159",27,342,한국,한국,(주)시네마달
67,데이팅 앰버,2021-06-23,"8,849,110",0.0%,"8,849,110",955,955,33,425,기타,기타,주식회사 왓챠
68,내겐 너무 소중한 너,2021-05-12,"4,361,800",0.0%,"216,401,420",946,"24,667",6,70,한국,한국,(주)파인스토리
69,이보다 더 좋을 순 없다,1998-03-14,"5,831,500",0.0%,"6,089,500",921,"1,008",71,97,미국,미국,워터홀컴퍼니(주)
70,테넷,2020-08-26,"6,455,000",0.0%,"18,481,532,170",920,"2,001,171",30,250,미국,미국,워너브러더스 코리아(주)
71,쿠사마 야요이: 무한의 세계,2021-05-19,"7,319,840",0.0%,"28,813,510",919,"3,507",20,201,미국,미국,오드
72,와이키키 브라더스,2001-10-26,"7,147,000",0.0%,"8,795,900",893,"1,156",25,278,한국,한국,CJ ENM
73,포겟 미 낫-엄마에게 쓰는 편지,2021-06-03,"7,729,110",0.0%,"12,391,110",878,"1,374",33,262,한국,한국,커넥트픽쳐스(주)
74,빅 피쉬,2004-03-05,"7,394,000",0.0%,"600,763,700",860,"85,594",29,154,미국,미국,"(주)팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜"
75,모리타니안,2021-03-17,"4,123,000",0.0%,"371,145,560",824,"41,895",2,4,미국,미국,(주)디스테이션
76,웨이 다운,2021-03-11,"3,850,000",0.0%,"124,806,030",770,"14,513",2,4,스페인,스페인,(주)누리픽쳐스
77,스윙키즈,2018-12-19,"7,329,000",0.0%,"12,103,993,072",734,"1,474,056",9,28,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
78,마세티 킬즈,2013-11-21,"5,338,690",0.0%,"23,719,060",720,"5,879",18,125,미국,미국,"(주)제이앤씨미디어그룹,(주)팝엔터테인먼트"
79,부활,2020-07-09,"6,045,500",0.0%,"183,683,750",694,"23,075",2,8,한국,한국,(주)중헌홀딩스
79,"좋은 빛, 좋은 공기",2021-04-28,"3,814,500",0.0%,"66,683,590",694,"9,631",5,29,한국,한국,(주)엣나인필름
81,명탐정 코난: 비색의 탄환,2021-04-16,"6,520,540",0.0%,"2,173,296,640",692,"230,672",20,99,일본,일본,(주)씨제이이엔엠
82,광대: 소리꾼 감독판,,"6,020,000",0.0%,"12,954,000",659,"1,409",2,12,한국,한국,(주)리틀빅픽쳐스
83,북샵,2021-06-24,"4,617,000",0.0%,"4,617,000",640,640,9,51,스페인,스페인,(주)콘텐츠판다
84,"쿠오바디스,아이다",2021-05-19,"4,884,440",0.0%,"31,258,380",639,"3,772",21,162,기타,기타,M&M 인터내셔널
85,그녀가 사라졌다,2021-03-17,"3,129,000",0.0%,"66,094,000",625,"7,807",2,3,호주,호주,(주)스튜디오디에이치엘
86,미드웨이,2019-12-31,"4,301,500",0.0%,"8,236,257,530",562,"959,231",24,187,미국,미국,(주)누리픽쳐스
87,대해적,,"1,063,000",0.0%,"12,779,000",527,"6,039",1,12,미국,미국,
88,2067,2021-06-03,"4,647,600",0.0%,"4,647,600",509,509,36,228,호주,호주,예지림엔터테인먼트
89,라야와 마지막 드래곤,2021-03-04,"2,500,000",0.0%,"2,977,062,390",500,"322,273",2,3,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
90,전쟁과 평화,1977-09-27,"964,000",0.0%,"29,958,774",482,"15,410",1,8,미국,미국,
91,우리는 매일매일,2021-06-30,"3,795,000",0.0%,"6,358,000",468,834,30,38,한국,한국,㈜인디스토리
91,데미트리아스,1977-02-18,"936,000",0.0%,"14,325,000",468,"7,121",1,12,미국,미국,
93,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,2021-04-28,"3,338,100",0.0%,"242,917,500",467,"29,610",9,46,영국,영국,주식회사 컨텐츠썬
94,레일로드 워,2021-06-30,"3,898,970",0.0%,"3,898,970",466,466,45,56,중국,중국,(주)디스테이션
95,라 트라비아타,,"12,653,100",0.0%,"12,758,100",457,460,10,77,이탈리아,이탈리아,일미디어
96,꽃다발 같은 사랑을 했다,2021-07-14,"4,138,000",0.0%,"4,138,000",438,438,1,4,일본,일본,"(주)리틀빅픽쳐스,(주)레드로버"
97,카라마조프가의 형제들,,"844,000",0.0%,"12,352,000",417,"5,682",1,12,미국,미국,
98,폭력의 그림자,2021-06-17,"3,141,600",0.0%,"3,141,600",416,416,33,180,영국,영국,(주)디오시네마
99,"식물카페, 온정",2021-06-24,"3,355,740",0.0%,"3,355,740",410,410,19,101,한국,한국,매치컷(주)
100,뜨거운 밤이 열리면,,"2,000,000",0.0%,"2,000,000",400,400,20,20,한국,한국,
101,블랙 위도우,2021-07-07,"5,925,000",0.0%,"5,925,000",395,395,1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
102,신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 후편,2021-06-09,"2,884,000",0.0%,"2,884,000",368,368,11,119,일본,일본,(주)얼리버드픽쳐스
103,전주에서 길을 묻다,2021-06-01,"773,000",0.0%,"773,000",360,360,1,46,한국,한국,주식회사 씨엠닉스
104,트립 투 그리스,2021-07-08,"2,704,000",0.0%,"2,704,000",338,338,3,3,영국,영국,"찬란,하이, 스트레인저"
105,황태자의 첫사랑,,"653,000",0.0%,"26,196,000",324,"12,135",1,12,미국,미국,
106,아이윌 송,2021-07-01,"2,817,000",0.0%,"2,817,000",313,313,3,4,한국,한국,(주)라이크콘텐츠
107,열아홉,2021-06-30,"2,039,500",0.0%,"2,039,500",310,310,26,37,한국,한국,(주)리틀빅픽쳐스
108,젊은엄마의 실제정사,2021-06-17,"1,547,000",0.0%,"1,547,000",309,309,20,20,한국,한국,노바엔터테인먼트
109,"조제, 호랑이 그리고 물고기들",2021-03-31,"3,225,870",0.0%,"223,274,310",305,"24,571",2,18,일본,일본,(주)팝엔터테인먼트
110,보리수,,"604,000",0.0%,"5,701,000",297,"2,695",1,12,독일,독일,
110,자산어보,2021-03-31,"1,732,000",0.0%,"2,998,261,490",297,"338,914",2,7,한국,한국,메가박스중앙(주)플러스엠
112,푸드 몬스터,2021-05-19,"1,820,000",0.0%,"11,742,860",292,"1,434",1,11,중국,중국,(주)이놀미디어
113,검은 난초,,"568,000",0.0%,"5,950,000",284,"2,527",1,9,미국,미국,
114,네가 내가 되었으면 좋겠다,2021-06-01,"673,000",0.0%,"673,000",280,280,1,42,한국,한국,주식회사 씨엠닉스
115,중경삼림,1995-09-02,"2,391,500",0.0%,"643,314,570",276,"68,944",3,49,홍콩,홍콩,(주)디스테이션
116,범털 2: 쩐의 전쟁,2021-05-13,"599,000",0.0%,"21,213,890",271,"4,054",2,22,한국,한국,(주)피터팬픽쳐스
117,고스트타운의 결투,,"598,500",0.0%,"10,441,500",268,"5,188",1,18,미국,미국,
117,전선의 우정,,"536,000",0.0%,"1,298,000",268,649,1,12,미국,"미국,영국,이탈리아",
119,백조,,"525,000",0.0%,"7,132,000",260,"3,301",1,9,미국,미국,
120,고질라 VS. 콩,2021-03-25,"1,250,000",0.0%,"6,772,634,130",250,"703,485",2,3,미국,미국,워너브러더스 코리아(주)
121,바람과 함께 사라지다,1972-12-23,"1,186,500",0.0%,"110,018,410",249,"29,559",2,29,미국,미국,(주)피터팬픽쳐스
122,"2021 스웨그 에이지 : 외쳐, 조선!",2021-05-13,"2,148,300",0.0%,"34,736,900",244,"3,615",13,60,한국,한국,(주)위즈온센
123,비커밍 아스트리드,2021-05-12,"1,870,470",0.0%,"32,290,940",241,"3,698",9,84,기타,기타,알토미디어(주)
124,패터슨,2017-12-21,"2,231,000",0.0%,"567,250,208",240,"68,510",1,5,프랑스,"프랑스,독일,미국",그린나래미디어(주)
125,위대한 카루소,,"472,000",0.0%,"5,832,000",236,"2,881",1,12,미국,미국,
126,3인의 난폭한 사람들,,"580,000",0.0%,"2,320,000",232,"1,154",1,9,미국,미국,
126,여호,,"464,000",0.0%,"5,256,000",232,"2,206",1,9,영국,영국,
128,무정,,"462,000",0.0%,"6,381,000",231,"2,898",1,9,한국,한국,
129,세자매,2021-01-27,"1,095,000",0.0%,"703,335,930",219,"83,505",4,9,한국,한국,(주)리틀빅픽쳐스
130,아르코 라이브 뮤지컬 호프,2021-03-03,"3,983,000",0.0%,"94,146,000",216,"4,725",1,6,한국,한국,(주)아이디어랩
131,정말 먼 곳,2021-03-18,"1,035,000",0.0%,"87,186,850",207,"11,039",1,2,한국,한국,그린나래미디어(주)
131,에이리,2021-07-16,"2,182,640",0.0%,"4,280,380",207,411,3,31,일본,일본,(주)미디어캐슬
133,라 트라비아타,2018-03-04,"3,312,000",0.0%,"26,317,000",206,"1,834",7,19,독일,독일,(주)케빈앤컴퍼니
134,쉘부르의 우산,1992-09-26,"1,350,000",0.0%,"122,505,168",204,"16,830",1,14,프랑스,"프랑스,독일",(주)에스와이코마드
134,소울,2021-01-20,"1,463,440",0.0%,"19,033,758,180",204,"2,048,079",2,5,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
136,일 트로바토레,2016-01-16,"4,745,700",0.0%,"74,283,200",193,"3,012",7,47,미국,미국,(주) 인스터 글로벌
137,쇼크 웨이브 2,2021-05-20,"993,000",0.0%,"17,952,300",191,"3,321",9,44,중국,중국,(주)누리픽쳐스
138,컨저링 2,2016-06-09,"1,895,500",0.0%,"15,776,769,219",183,"1,930,385",52,59,미국,미국,워너브러더스 코리아(주)
139,꼬마 마법사 레미 : 견습 마법사를 찾아서,2021-05-19,"2,031,200",0.0%,"37,980,500",182,"3,372",5,37,일본,일본,(주)얼리버드픽쳐스
140,스쿨 오브 락(樂),2021-05-13,"608,000",0.0%,"3,605,000",177,501,5,54,한국,한국,(주)드림팩트엔터테인먼트
141,징기스칸,1977-03-18,"440,000",0.0%,"19,775,000",176,"9,549",1,8,미국,미국,
142,간이역,2021-02-18,"1,392,000",0.0%,"26,881,340",174,"3,061",1,6,한국,한국,(주)드림팩트엔터테인먼트
143,장마,,"346,000",0.0%,"9,388,000",173,"4,691",1,9,한국,한국,
143,비와 당신의 이야기,2021-04-28,"1,556,500",0.0%,"3,639,338,350",173,"398,815",31,50,한국,한국,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티"
143,로슈포르의 숙녀들,2019-08-22,"1,140,000",0.0%,"20,707,228",173,"2,619",1,13,프랑스,프랑스,(주)에스와이코마드
146,좀비크러쉬: 헤이리,2021-06-30,"1,360,970",0.0%,"1,360,970",171,171,23,25,한국,한국,필름다빈
147,MSFF2021 봉준호 감독 단편 특별전,,"1,020,000",0.0%,"1,020,000",170,170,1,2,한국,한국,
148,소리에 놀라지 않는 사자처럼,2021-05-19,"412,000",0.0%,"1,387,940",167,297,2,34,한국,한국,(주)드림팩트엔터테인먼트
149,리골레토,,"1,869,000",0.0%,"32,388,500",165,"2,007",1,7,독일,독일,
150,그을린 사랑,2011-07-21,"1,730,000",0.0%,"543,131,300",160,"69,337",2,21,캐나다,캐나다,(주)티캐스트
150,산딸기,1982-09-04,"320,000",0.0%,"2,542,000",160,"1,266",1,6,한국,한국,
152,MSFF2021 인사이드 더 트웬티-디지털(1),,"954,000",0.0%,"954,000",159,159,1,2,한국,한국,
153,연평해전,2015-06-24,"1,500,000",0.0%,"45,569,255,830",150,"6,045,199",1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
153,강철비2: 정상회담,2020-07-29,"1,500,000",0.0%,"14,663,146,110",150,"1,791,683",1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
153,원더풀 고스트,2018-09-26,"1,500,000",0.0%,"3,722,439,600",150,"450,528",1,1,한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
156,이번엔 잘 되겠지,2021-07-08,"1,341,000",0.0%,"1,341,000",149,149,1,2,한국,한국,THE 픽쳐스
156,모정에 우는 두 아들,,"298,000",0.0%,"15,494,000",149,"7,698",1,9,한국,한국,
158,필로우 토크,,"296,000",0.0%,"11,417,500",148,"5,693",1,7,미국,미국,
159,메가 릴렉스 불멍,,"1,044,000",0.0%,"2,317,970",144,353,8,37,한국,한국,메가박스중앙(주)
160,고령가 소년 살인사건,2017-11-23,"923,000",0.0%,"135,251,000",134,"10,478",1,14,대만,대만,(주)리틀빅픽쳐스
160,빨간 마후라,,"268,000",0.0%,"17,617,000",134,"8,628",1,9,한국,한국,
162,MSFF2021 인사이드 더 트웬티-디지털(2),,"798,000",0.0%,"798,000",133,133,1,2,한국,한국,
163,ARKO LIVE 뮤지컬 시데레우스,2021-02-11,"1,827,000",0.0%,"47,258,500",129,"3,158",1,4,한국,한국,(주)아이디어랩
164,제17 포로수용소,,"320,000",0.0%,"10,534,000",128,"5,267",1,6,미국,미국,
165,아르코 라이브 뮤지컬 인사이드 윌리엄,2021-05-26,"2,085,000",0.0%,"15,602,500",127,878,12,22,한국,한국,(주)아이디어랩
166,분노,2017-03-30,"1,098,080",0.0%,"240,794,057",125,"29,752",2,10,일본,일본,메가박스중앙(주)플러스엠
167,혈투의 게곡,,"240,000",0.0%,"3,808,000",120,"1,598",1,8,미국,미국,
168,컨저링,2013-09-17,"1,212,500",0.0%,"16,367,862,867",119,"2,264,314",43,47,미국,미국,워너브러더스 코리아(주)
168,화양연화,2000-10-20,"1,071,000",0.0%,"980,585,600",119,"110,614",2,20,홍콩,"홍콩,프랑스",(주)디스테이션
170,은술잔,,"290,000",0.0%,"6,359,000",116,"3,160",1,6,미국,미국,
171,체리 향기,1998-01-01,"846,000",0.0%,"6,849,000",115,923,1,5,프랑스,"프랑스,이란",㈜영화사 백두대간
172,MSFF2021 아웃사이드 더 트웬티-디지털(1),,"684,000",0.0%,"684,000",114,114,1,2,한국,한국,
173,하나 그리고 둘,2000-10-28,"769,000",0.0%,"88,577,100",113,"9,500",1,14,대만,"대만,일본",(주)리틀빅픽쳐스
174,그녀에게,2003-04-18,"753,000",0.0%,"54,123,252",112,"7,262",1,8,스페인,스페인,"판씨네마(주),(주)미로비젼"
174,라보엠,2014-12-20,"1,264,000",0.0%,"70,566,000",112,"4,725",1,6,독일,독일,(주)쓰리캣프로덕션
176,러빙 빈센트,2017-11-09,"888,000",0.0%,"3,366,939,671",111,"421,601",2,3,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
177,파 프롬 베트남,,"769,000",0.0%,"1,215,500",108,248,1,2,프랑스,프랑스,
177,레이니 데이 인 뉴욕,2020-05-06,"1,080,000",0.0%,"809,064,200",108,"92,004",1,2,미국,미국,"그린나래미디어(주),(주)버킷스튜디오"
179,롤라,2019-08-22,"734,000",0.0%,"6,825,500",107,851,1,12,프랑스,"프랑스,이탈리아",(주)에스와이코마드
180,5인의 해병,,"265,000",0.0%,"9,386,000",106,"4,661",1,9,한국,한국,
181,아일라,2018-06-21,"103,000",0.0%,"332,635,900",103,"43,845",1,1,터키,터키,(주)영화사 빅
181,바람의 이야기,,"732,000",0.0%,"852,000",103,125,1,2,프랑스,"프랑스,네덜란드,영국,서독",
181,죽어도 좋은 경험: 천사여 악녀가 되라,2021-07-15,"927,000",0.0%,"927,000",103,103,1,1,한국,한국,주식회사 블루필름웍스
184,야구소녀,2020-06-18,"987,000",0.0%,"320,347,720",102,"37,511",1,2,한국,한국,"(주)싸이더스,찬란"
184,브리짓 존스의 일기,2001-09-01,"867,510",0.0%,"72,947,240",102,"11,040",17,34,영국,영국,"(주)제이앤씨미디어그룹,UIP코리아"
186,MSFF2021 아웃사이드 더 트웬티-디지털(2),,"600,000",0.0%,"600,000",100,100,1,2,한국,한국,
186,형부 내꺼 할래,,"500,000",0.0%,"500,000",100,100,5,5,한국,한국,(주)나우콘텐츠
186,보지만 말고요,,"500,000",0.0%,"500,000",100,100,5,5,한국,한국,대박필름
189,클로즈업,,"729,000",0.0%,"2,384,000",99,382,1,1,이란,이란,
189,99개의 노래,,"1,089,000",0.0%,"1,089,000",99,99,1,1,인도,인도,
191,맨발의 백작부인,,"192,000",0.0%,"9,556,000",96,"4,287",1,9,미국,미국,
192,미스터 존스,2021-01-07,"94,000",0.0%,"95,044,400",94,"10,875",1,1,폴란드,폴란드,(주)디오시네마
193,살로메,,"184,000",0.0%,"4,159,000",92,"2,074",1,8,미국,미국,
194,가버나움,2019-01-24,"637,000",0.0%,"1,212,441,519",91,"146,854",1,1,기타,기타,"그린나래미디어(주),플레이리스트(주)"
195,헨리 5세,,"225,000",0.0%,"6,975,000",90,"3,501",1,6,영국,영국,
196,비바 자파타,,"222,500",0.0%,"4,489,500",89,"2,179",1,6,미국,미국,
196,아이들은 즐겁다,2021-05-05,"594,000",0.0%,"178,724,470",89,"21,423",4,15,한국,한국,"메가박스중앙(주)플러스엠,(주)영화사울림"
198,바람이 우리를 데려다 주리라,2002-11-22,"621,000",0.0%,"7,025,000",88,969,1,5,이란,이란,㈜영화사 백두대간
198,MSFF2021 인사이드 더 트웬티-16mm(2),,"527,000",0.0%,"527,000",88,88,1,2,한국,한국,
200,올리브나무사이로,1997-08-23,"587,000",0.0%,"3,147,000",85,431,1,5,프랑스,"프랑스,이란",
201,MSFF2021 아웃사이드 더 트웬티-디지털(3),,"498,000",0.0%,"498,000",83,83,1,2,한국,한국,
202,해밀턴 부인,,"164,000",0.0%,"8,328,000",82,"3,831",1,6,영국,영국,
202,야생의 순수,,"205,000",0.0%,"5,800,000",82,"2,731",1,6,프랑스,"프랑스,이탈리아,영국",
204,MSFF2021 인사이드 더 트웬티-35mm(1),,"484,000",0.0%,"484,000",81,81,1,2,한국,한국,
204,고독한 늑대의 피,,"611,000",0.0%,"750,000",81,97,2,10,일본,일본,(주)미디어캐슬
204,요리스 이벤스 단편 6. 프랑스의 이벤스,,"565,000",0.0%,"565,000",81,81,1,2,프랑스,프랑스,
