39999.961175,0.0,4.652207,0.0,2019_1
27823.358642,-0.43763956356509515,3.307143,-0.40671479884601297,2019_2
30813.884531,0.09705124603785063,3.66717,0.0981757049714085,2019_3
39992.330306,0.22950515023184262,4.727817,0.2243418051079388,2019_4
31687.284483,-0.2620939584600757,3.846796,-0.22902722161507916,2019_5
33747.561825,0.061049664941238986,4.044044,0.04877493914507372,2019_6
77351.239809,0.5637101369243549,8.677966,0.5339871117264114,2019_7
53960.448203,-0.43348030613095545,6.55649,-0.32356886077764163,2019_8
24620.653079,-1.1916741213101758,2.817978,-1.326664722009895,2019_9
22114.867375,-0.11330774277365513,2.521281,-0.11767708557673658,2019_10
35275.92815,0.3730890004945199,4.008842,0.37106999976551824,2019_11
31893.287715,-0.10606120213216787,4.01766,0.0021948099142288444,2019_12
10780.819569,-1.9583360996698636,1.300585,-2.089117589392466,2019_13
14361.620456,0.24933125742812773,1.70163,0.2356828452718863,2019_14
18973.232441,0.24305884615815843,2.233087,0.23799207106574885,2019_15
25411.67268,0.2533654639770057,3.10804,0.28151278619322795,2019_16
29915.28742,0.15054559485826932,3.446859,0.09829789962397649,2019_17
32417.810784,0.07719593962326214,3.722273,0.0739908115283323,2019_18
50788.10959,0.3617047169957483,5.91468,0.37067212427384066,2019_19
59542.292646,0.14702462177677164,6.986489,0.1534116778828393,2019_20
32707.80864,-0.8204305064076589,3.801442,-0.8378523202511046,2019_21
56655.022677,0.4226847489502771,6.632322,0.4268309047721145,2019_22
49735.875746,-0.13911782646265106,5.936753,-0.11716320352219468,2019_23
28489.30642,-0.7457734847165155,3.277363,-0.8114420038305189,2019_24
36940.54133,0.2287794007809143,4.348253,0.24628051771596546,2019_25
57147.31379,0.35359094102400157,6.709048,0.3518822640708489,2019_26
39439.11646,-0.44900086308880777,4.772325,-0.4058237861000664,2019_27
39179.165208,-0.006634935956902917,4.52119,-0.05554621681459982,2019_28
55691.956703,0.2965022684166257,6.635519,0.31863807488155793,2019_29
56210.887662,0.00923185846344156,6.969679,0.0479448192664253,2019_30
34411.565929,-0.6334882224766426,4.035068,-0.727276715039251,2019_31
39139.834228,0.12080450498222797,4.487778,0.10087620198681836,2019_32
20062.211099,-0.9509232574046099,2.435935,-0.8423225578679231,2019_33
27623.872306,0.2737364668948887,3.460772,0.2961295918945252,2019_34
34274.922778,0.19405004980110707,4.015913,0.13823531535668235,2019_35
57205.457225,0.4008452263008724,6.688074,0.3995411833062852,2019_36
41040.6363,-0.3938735454011467,4.836442,-0.38285003727947126,2019_37
19863.717545,-1.0661105458746594,2.498737,-0.9355546422052419,2019_38
23170.46853,0.14271403190309156,2.763419,0.09578062537747611,2019_39
53994.920654,0.5708768852819214,6.154318,0.5509788411973512,2019_40
30666.12978,-0.7607347598592209,3.819264,-0.6113884769421543,2019_41
22338.61607,-0.3727855693434638,2.640163,-0.44660159240168135,2019_42
19992.31451,-0.11736017652315334,2.363388,-0.11710942088222491,2019_43
30327.82562,0.3407930142932548,3.594283,0.342459121888844,2019_44
44959.920783,0.32544752989272635,5.574148,0.35518701692168925,2019_45
50571.29646,0.11095969591047333,5.967282,0.06588158561971763,2019_46
25144.223282,-1.011249100551954,2.994376,-0.992829891770439,2019_47
26542.69054,0.05268747175017927,3.143951,0.04757548702253948,2019_48
59804.05149,0.556172368281131,7.227524,0.5650030356177301,2019_49
44510.35543,-0.3435986055885781,5.282392,-0.3682293930476951,2019_50
28501.70563,-0.5616733962457953,3.44338,-0.5340717550778595,2019_51
31138.3218,0.08467431825436401,3.749093,0.08154318924603896,2019_52
45258.38234,0.3119877426003467,5.180659,0.27632893807525266,2020_1
20890.81414,-1.1664250151621902,2.485648,-1.0842287403526165,2020_2
24881.62626,0.16039193251671333,2.927114,0.15081954443865192,2020_3
43499.833052,0.428006396478434,5.145472,0.4311281841588099,2020_4
