순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
12,스케어리 스토리:어둠의 속삭임,2020-03-25,"248,246,500",1.6%,"248,246,500","30,174","30,174",186,"3,156",미국,미국,(주)제이앤씨미디어그룹
13,더 보이 2: 돌아온 브람스,2020-03-05,"226,467,000",1.5%,"226,467,000","25,594","25,594",179,"4,070",미국,미국,(주)팝엔터테인먼트
14,라라랜드,2016-12-07,"190,685,760",1.3%,"30,238,586,148","24,909","3,626,908",127,"2,170",미국,미국,판씨네마(주)
15,울프 콜,2020-03-05,"189,921,180",1.3%,"199,227,180","22,919","24,127",336,"5,374",프랑스,프랑스,판씨네마(주)
16,찬실이는 복도 많지,2020-03-05,"177,179,820",1.2%,"189,696,820","20,649","22,185",241,"4,105",한국,한국,찬란
17,비긴 어게인,2014-08-13,"86,808,500",0.6%,"27,302,008,181","17,199","3,462,897",134,"2,570",미국,미국,판씨네마(주)
18,세인트 아가타,2020-03-19,"108,869,160",0.7%,"108,869,160","12,381","12,381",390,"3,864",미국,미국,(주)디스테이션
19,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,"97,664,680",0.6%,"141,173,300","11,783","16,659",65,"1,636",일본,일본,(주)애니플러스
20,싱 스트리트,2016-05-19,"58,496,500",0.4%,"4,564,835,272","11,656","574,853",129,"1,555",아일랜드,"아일랜드,영국,미국",(주)이수C&E
21,메멘토,2001-08-24,"56,995,000",0.4%,"192,287,300","11,338","28,704",122,"1,685",미국,미국,"(주)디스테이션,(주)팝엔터테인먼트"
22,날씨의 아이,2019-10-30,"104,922,680",0.7%,"5,549,413,050","10,725","670,111",19,289,일본,일본,"(주)미디어캐슬,워터홀컴퍼니(주)"
23,사랑하고 있습니까,2020-03-25,"83,935,440",0.6%,"83,935,440","10,673","10,673",295,"3,166",한국,한국,주식회사 블루필름웍스
24,캐롤,2016-02-04,"44,644,500",0.3%,"2,750,574,695","8,899","335,274",124,"1,533",미국,"미국,영국",CGV아트하우스
25,그링고,2020-03-05,"43,189,500",0.3%,"43,189,500","7,816","7,816",45,474,미국,미국,(주)영화사 진진
26,페임,2009-09-24,"52,119,440",0.3%,"4,703,409,440","7,277","641,377",177,"1,639",미국,미국,"(주)다자인소프트,롯데쇼핑㈜롯데엔터테인먼트"
27,너의 이름은.,2017-01-04,"72,598,000",0.5%,"29,974,982,256","7,274","3,723,094",16,191,일본,일본,메가박스중앙(주)플러스엠
28,트루먼 쇼,1998-10-24,"33,370,000",0.2%,"140,596,000","6,584","19,113",104,"1,092",미국,미국,주식회사 해리슨앤컴퍼니
29,말할 수 없는 비밀,2008-01-10,"32,912,500",0.2%,"1,204,893,650","6,539","171,785",108,"1,396",대만,"대만,홍콩","(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티"
30,분노의 질주: 더 익스트림,2017-04-12,"61,648,000",0.4%,"30,042,804,348","6,278","3,659,516",35,962,미국,"미국,일본,프랑스,캐나다",유니버설픽쳐스인터내셔널 코리아(유)
31,조조 래빗,2020-02-05,"55,984,400",0.4%,"951,013,560","6,277","110,595",106,"1,102",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
32,기생충,2019-05-30,"49,639,880",0.3%,"87,274,572,155","5,851","10,289,617",101,"1,343",한국,한국,(주)씨제이이엔엠
33,슬럼독 밀리어네어,2009-03-19,"48,451,300",0.3%,"7,393,091,800","5,761","1,112,660",129,"2,032",영국,"영국,미국","(주)영화특별시에스엠씨,CJ ENM"
33,바이올렛 에버가든 – 영원과 자동 수기 인형 -,2020-03-26,"51,772,860",0.3%,"51,772,860","5,761","5,761",62,534,일본,일본,(주)라이크콘텐츠
35,월드 워 Z,2013-06-20,"27,071,000",0.2%,"38,582,427,000","5,349","5,242,874",125,"1,591",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
36,그린 북,2019-01-09,"25,924,000",0.2%,"3,704,956,860","5,122","444,964",100,"1,406",미국,미국,CGV아트하우스
37,작가 미상,2020-02-20,"41,957,280",0.3%,"101,407,260","4,975","12,868",41,581,독일,독일,(주)영화사 진진
38,나이브스 아웃,2019-12-04,"29,399,900",0.2%,"6,872,928,250","4,955","814,619",55,"1,005",미국,미국,(주)올스타엔터테인먼트
39,타오르는 여인의 초상,2020-01-16,"45,196,040",0.3%,"1,237,112,728","4,943","146,885",37,643,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
40,레미제라블,2012-12-19,"24,758,000",0.2%,"43,127,898,000","4,854","5,927,487",120,"1,195",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
41,걸즈 앤 판처 최종장,2020-03-12,"46,050,000",0.3%,"46,050,000","4,850","4,850",11,421,일본,일본,(주)디스테이션
42,쉰들러 리스트,1994-03-05,"24,385,000",0.2%,"71,816,290","4,838","10,701",123,"1,188",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
43,존 윅,2015-01-21,"23,759,500",0.2%,"959,760,718","4,704","122,182",116,"1,220",미국,미국,"(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트"
44,델마와 루이스,1993-11-27,"23,846,500",0.2%,"97,417,600","4,703","14,147",60,501,미국,미국,(주)드림팩트엔터테인먼트
45,그랜드 부다페스트 호텔,2014-03-20,"22,021,720",0.1%,"6,422,639,502","4,383","821,788",62,971,미국,"미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주)"
46,온다,2020-03-26,"35,077,360",0.2%,"36,231,360","4,299","4,423",163,"1,051",일본,일본,(주)트리플픽쳐스
47,클로젯,2020-02-05,"35,950,340",0.2%,"10,954,488,280","4,137","1,269,080",120,919,한국,한국,(주)씨제이이엔엠
48,살인의 추억,2003-04-25,"20,583,000",0.1%,"77,012,037","4,089","12,568",99,"1,105",한국,한국,CJ ENM
49,미드나잇 인 파리,2012-07-05,"20,379,000",0.1%,"2,811,639,517","4,022","380,926",106,"1,115",미국,"미국,스페인","(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트"
50,신문기자,2019-10-17,"25,496,500",0.2%,"106,968,160","3,671","13,721",31,502,일본,일본,"(주)팝엔터테인먼트,주식회사 더쿱"
51,용길이네 곱창집,2020-03-12,"29,599,860",0.2%,"29,599,860","3,645","3,645",93,921,일본,일본,(주)영화사 그램
52,불한당: 나쁜 놈들의 세상,2017-05-17,"17,640,000",0.1%,"7,735,802,525","3,481","962,113",59,501,한국,한국,(주)씨제이이엔엠
53,빌리 엘리어트,2001-02-16,"17,081,000",0.1%,"223,030,700","3,373","30,899",94,882,영국,"영국,프랑스","(주)팝엔터테인먼트,유아이피-씨아이씨영화및비디오배급(유)"
54,수퍼 소닉,2020-02-12,"26,160,180",0.2%,"931,193,510","3,260","118,557",73,471,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
55,비행,2020-03-19,"26,993,600",0.2%,"27,098,600","3,132","3,155",128,921,한국,한국,"아이 엠,케이티하이텔(주)"
56,"하이, 젝시",2020-02-19,"18,696,000",0.1%,"227,794,500","2,969","29,492",96,747,미국,미국,(주)홈초이스
57,엠마,2020-02-27,"20,856,500",0.1%,"34,605,000","2,917","5,084",17,344,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
58,리암 갤러거,2020-03-12,"26,045,800",0.2%,"26,965,800","2,631","2,815",54,516,영국,영국,(주)디스테이션
59,악몽,2020-03-12,"21,953,720",0.1%,"21,953,720","2,553","2,553",165,"1,117",한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
60,테이큰,2008-04-09,"12,751,000",0.1%,"15,984,200,000","2,535","2,361,596",102,919,프랑스,프랑스,㈜스튜디오이쩜영
61,500일의 썸머,2010-01-21,"12,564,000",0.1%,"2,303,315,400","2,473","291,126",75,653,미국,미국,"(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)"
62,포드 V 페라리,2019-12-04,"22,055,420",0.1%,"12,035,394,180","2,329","1,367,484",18,324,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
63,이장,2020-03-25,"19,449,520",0.1%,"22,103,520","2,234","2,568",82,638,한국,한국,㈜인디스토리
64,조커,2019-10-02,"20,745,500",0.1%,"45,443,092,130","2,078","5,255,308",17,284,미국,미국,워너브러더스 코리아(주)
65,파라다이스 힐스,2020-03-19,"17,665,780",0.1%,"17,665,780","2,020","2,020",109,710,스페인,스페인,(주)올스타엔터테인먼트
66,노팅 힐,1999-07-03,"9,931,000",0.1%,"534,225,082","1,953","65,328",94,553,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
67,눈의 여왕4,2019-12-24,"18,920,000",0.1%,"1,489,224,580","1,892","211,012",10,10,러시아,러시아,(주)넥스트엔터테인먼트월드(NEW)
68,첫키스만 50번째,2020-03-26,"15,427,980",0.1%,"15,427,980","1,867","1,867",117,792,일본,일본,(주)영화사 그램
69,샤인,1997-01-25,"14,779,080",0.1%,"152,433,300","1,768","19,692",26,361,호주,호주,"(주)비싸이드 픽쳐스,필립 스튜디오,(주)라이크콘텐츠"
70,그 누구도 아닌,2020-03-26,"13,620,500",0.1%,"14,092,500","1,684","1,735",74,492,프랑스,프랑스,그린나래미디어(주)
71,네 멋대로 해라: 장 뤽 고다르,2020-03-19,"13,263,500",0.1%,"13,508,500","1,621","1,670",93,622,프랑스,프랑스,(주)이수C&E
72,모리의 정원,2020-03-26,"13,100,560",0.1%,"13,387,560","1,619","1,648",66,441,일본,일본,(주)영화사 진진
73,겨울왕국 2,2019-11-21,"10,387,700",0.1%,"114,810,421,450","1,577","13,747,792",26,250,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
74,아이리시맨,2019-11-20,"7,747,740",0.1%,"321,184,080","1,554","38,739",39,377,미국,미국,판씨네마(주)
75,그녀,2014-05-22,"7,603,020",0.1%,"3,004,359,644","1,534","368,919",34,467,미국,미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)"
76,실버라이닝 플레이북,2013-02-14,"7,330,000",0.0%,"964,058,500","1,460","129,554",86,543,미국,미국,(주)나이너스엔터테인먼트
77,"가장 따뜻한 색, 블루",2014-01-16,"7,018,500",0.0%,"417,171,400","1,387","54,726",50,333,프랑스,프랑스,판씨네마(주)
78,빈폴,2020-02-27,"10,645,500",0.1%,"24,778,940","1,321","2,816",30,310,러시아,러시아,(주)팝엔터테인먼트
79,어거스트 러쉬,2007-11-29,"6,453,000",0.0%,"14,359,351,000","1,289","2,229,841",60,415,미국,미국,"(주)영화사 그램,CJ ENM"
80,맘마미아!,2008-09-03,"6,318,000",0.0%,"29,697,221,850","1,259","4,579,773",70,468,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
81,결혼 이야기,2019-11-27,"5,783,100",0.0%,"197,982,660","1,174","24,510",33,323,영국,영국,판씨네마(주)
82,원더,2017-12-27,"5,766,000",0.0%,"2,030,964,189","1,150","266,983",74,450,미국,미국,"CGV아트하우스,그린나래미디어(주)"
83,캣츠,2019-12-24,"11,360,000",0.1%,"6,333,717,050","1,136","757,368",4,4,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
84,원스 어폰 어 타임... 인 할리우드,2019-09-25,"5,616,340",0.0%,"2,296,161,510","1,108","281,165",33,332,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
85,스킨,2020-03-19,"8,504,780",0.1%,"8,504,780","1,077","1,077",34,311,미국,미국,(주)스마일이엔티
86,로마,2018-12-12,"5,101,140",0.0%,"359,262,776","1,034","44,222",31,284,멕시코,멕시코,판씨네마(주)
87,극장판 미니특공대: 공룡왕 디노,2020-02-06,"7,638,200",0.1%,"617,706,880","1,028","79,349",23,313,한국,한국,(주)리틀빅픽쳐스
88,장마,2020-02-27,"5,031,000",0.0%,"12,096,000","1,007","1,962",5,51,한국,한국,영화사 무명
89,겟 아웃,2017-05-17,"4,655,760",0.0%,"17,439,569,035",928,"2,139,452",40,354,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
90,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,"8,189,620",0.1%,"3,558,126,010",927,"402,005",12,182,미국,미국,워너브러더스 코리아(주)
91,레토,2019-01-03,"9,159,980",0.1%,"197,202,052",881,"22,415",3,43,러시아,"러시아,프랑스","(주)엣나인필름,플레이리스트(주)"
92,하이큐!! 땅 VS 하늘,2020-01-23,"6,671,700",0.0%,"189,951,700",873,"23,613",13,117,일본,일본,"(주)드림팩트엔터테인먼트,(주)삼백상회"
93,아이 필 프리티,2018-06-06,"4,331,000",0.0%,"2,132,649,300",862,"241,295",67,375,미국,미국,(주)홈초이스
94,더 울프 오브 월스트리트,2014-01-09,"4,240,480",0.0%,"4,499,379,980",858,"586,863",14,168,미국,미국,주식회사 우리네트웍스
95,숀더쉽 더 무비: 꼬마 외계인 룰라!,2020-02-19,"6,225,460",0.0%,"87,469,140",818,"11,362",29,207,영국,영국,TCO(주)더콘텐츠온
96,시동,2019-12-18,"8,090,000",0.1%,"28,107,024,360",809,"3,317,847",5,5,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
97,아내를 죽였다,2019-12-11,"7,800,000",0.1%,"802,024,560",780,"98,502",5,5,한국,한국,케이티하이텔(주)
98,기억의 전쟁,2020-02-27,"6,708,800",0.0%,"14,470,740",772,"1,686",14,196,한국,한국,(주)시네마달
99,히트,1996-08-10,"5,851,000",0.0%,"48,949,500",741,"6,522",5,60,미국,미국,(주)영화사오원
100,산티아고의 흰 지팡이,2020-03-19,"5,891,540",0.0%,"5,891,540",728,728,21,169,한국,한국,제이리미디어
101,남산의 부장들,2020-01-22,"5,904,520",0.0%,"41,223,596,650",723,"4,750,104",33,229,한국,한국,(주)쇼박스
102,아르코라이브 뮤지컬 안테모사,2020-03-25,"8,611,500",0.1%,"8,611,500",722,722,16,153,한국,한국,(주)아이디어랩
103,리틀 포레스트,2018-02-28,"3,425,000",0.0%,"11,937,674,185",685,"1,507,596",47,318,한국,한국,메가박스중앙(주)플러스엠
104,꾸뻬씨의 행복여행,2014-11-27,"3,355,000",0.0%,"930,106,283",671,"126,817",44,252,영국,"영국,독일,캐나다,남아프리카공화국",그린나래미디어(주)
105,페인티드 버드,2020-03-26,"6,724,280",0.0%,"6,724,280",647,647,12,72,슬로바키아,"슬로바키아,우크라이나",M&M 인터내셔널
105,워터 릴리스,2020-08-13,"5,910,000",0.0%,"6,755,000",647,739,1,6,프랑스,프랑스,(주)영화특별시에스엠씨
107,히트맨,2020-01-22,"5,219,600",0.0%,"20,610,808,000",611,"2,405,885",7,111,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
108,미드웨이,2019-12-31,"6,000,000",0.0%,"8,217,133,530",600,"955,894",2,2,미국,미국,(주)누리픽쳐스
109,두 교황,2019-12-11,"3,049,820",0.0%,"245,615,780",596,"31,960",24,186,미국,"미국,영국,이탈리아,아르헨티나",판씨네마(주)
110,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,"5,879,000",0.0%,"7,051,989,380",593,"893,814",1,9,한국,한국,(주)씨제이이엔엠
111,스포트라이트,2016-02-24,"2,759,020",0.0%,"2,413,667,775",551,"301,709",22,203,미국,미국,(주)팝엔터테인먼트
112,안나 카레니나,2018-06-29,"4,633,180",0.0%,"67,824,980",544,"5,115",8,83,한국,한국,(주)비프로
113,더 킹: 헨리 5세,2019-10-23,"2,639,340",0.0%,"153,178,160",530,"20,140",29,179,네덜란드,네덜란드,판씨네마(주)
114,극한직업,2019-01-23,"2,717,000",0.0%,"139,654,762,516",525,"16,266,183",33,207,한국,한국,(주)씨제이이엔엠
115,걸후드,2020-11-12,"4,461,000",0.0%,"5,089,000",496,567,1,5,프랑스,프랑스,(주)영화특별시에스엠씨
116,백두산,2019-12-19,"4,650,000",0.0%,"69,820,546,300",490,"8,252,187",2,3,한국,한국,"(주)씨제이이엔엠,(주)덱스터스튜디오"
117,톰보이,2020-05-14,"4,261,500",0.0%,"8,270,500",460,946,1,4,프랑스,프랑스,(주)영화특별시에스엠씨
118,문라이트,2017-02-22,"2,057,280",0.0%,"1,416,978,875",423,"179,272",18,168,미국,미국,CGV아트하우스
119,투란도트,2020-02-08,"10,012,500",0.1%,"25,821,500",379,986,5,40,미국,미국,(주) 인스터 글로벌
120,인셉션,2010-07-21,"3,197,200",0.0%,"44,383,972,400",360,"5,943,012",3,52,미국,미국,"(주)디스테이션,워너브러더스 코리아(주)"
121,스파이더맨: 파 프롬 홈,2019-07-02,"1,794,500",0.0%,"69,011,794,600",357,"8,021,502",14,115,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
122,검찰측의 죄인,,"3,339,000",0.0%,"3,339,000",355,355,2,16,일본,일본,
123,혐오스런 마츠코의 일생,2007-04-12,"2,390,000",0.0%,"154,413,000",330,"23,876",2,10,일본,일본,스폰지
124,퀸 오브 아이스,2020-03-26,"2,426,540",0.0%,"2,426,540",319,319,36,191,노르웨이,노르웨이,(주)엣나인필름
125,페인 앤 글로리,2020-02-05,"2,711,920",0.0%,"235,654,420",312,"30,603",12,73,스페인,스페인,(주)제이앤씨미디어그룹
126,더 보이,2016-06-01,"1,686,500",0.0%,"452,241,321",309,"57,268",11,96,미국,미국,(주)리틀빅픽쳐스
127,겨울왕국,2014-01-16,"2,607,800",0.0%,"82,521,307,080",293,"10,303,058",1,3,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
128,하트,2020-02-27,"2,335,000",0.0%,"5,998,000",291,776,9,103,한국,한국,필름다빈
129,세비야의 이발사,2020-03-03,"9,419,000",0.1%,"9,419,000",276,276,7,51,이탈리아,이탈리아,일미디어
130,더 테러리스트,2020-02-26,"2,023,000",0.0%,"6,045,400",271,745,12,74,기타,기타,(주)드림팩트엔터테인먼트
131,문신을 한 신부님,2020-02-13,"2,228,360",0.0%,"60,559,820",257,"7,436",7,61,폴란드,"폴란드,프랑스",알토미디어(주)
132,블라인드 파트너,2020-03-19,"1,181,000",0.0%,"1,181,000",242,242,18,18,한국,한국,(주)케이알씨지
132,스폰서 X,2020-03-27,"1,181,000",0.0%,"1,181,000",242,242,18,18,한국,한국,(주)케이알씨지
134,새엄마의 목적,2020-03-19,"1,180,000",0.0%,"1,180,000",241,241,17,17,한국,한국,(주)케이알씨지
135,고백,2011-03-31,"1,741,000",0.0%,"342,725,000",237,"43,748",2,9,일본,일본,(주)미로비젼
136,"집에 돌아오면, 언제나 아내가 죽은 척을 하고있다",2020-02-20,"1,746,920",0.0%,"20,367,020",211,"2,429",9,73,일본,일본,(주)영화사 그램
137,파이트 클럽,1999-11-13,"1,000,000",0.0%,"127,499,200",200,"16,253",2,14,미국,미국,(주)팝엔터테인먼트
137,벌새,2019-08-29,"2,085,000",0.0%,"1,187,181,074",200,"145,995",4,35,한국,한국,"(주)엣나인필름,(주)콘텐츠판다"
139,세븐,1995-11-11,"945,000",0.0%,"95,626,900",189,"12,585",2,14,미국,미국,(주)드림팩트엔터테인먼트
140,오르페오와 에우리디체,2015-02-07,"2,827,500",0.0%,"22,674,000",175,"1,119",5,31,독일,독일,(주)케빈앤컴퍼니
141,이 멋진 세계에 축복을! 붉은 전설,2020-02-06,"1,511,460",0.0%,"157,986,640",172,"18,134",2,44,일본,일본,(주)애니플러스
142,여선생3,2020-03-20,"933,000",0.0%,"933,000",169,169,20,20,한국,한국,(주)영화사히트
142,어린 처제 4,2020-03-19,"931,000",0.0%,"931,000",169,169,20,20,한국,한국,(주)컨텐츠 빌리지
142,막내 처제 2,2020-03-12,"933,000",0.0%,"933,000",169,169,20,20,한국,한국,(주)컨텐츠 빌리지
145,"베를린, 아이 러브 유",2019-12-04,"1,000,000",0.0%,"6,693,900",160,"3,306",1,2,독일,독일,(주)영화사 안다미로
146,아웃사이더,2020-04-02,"1,232,000",0.0%,"1,232,000",154,154,1,1,대만,대만,(주)영화사오원
147,미스터 주: 사라진 VIP,2020-01-22,"750,000",0.0%,"5,063,600,660",150,"602,615",5,30,한국,한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스"
148,기도하는 남자,2020-02-20,"850,500",0.0%,"13,444,920",139,"1,616",7,37,한국,한국,(주)랠리버튼
149,라푼젤,2011-02-10,"936,500",0.0%,"10,203,635,500",135,"1,016,267",5,5,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
150,프란시스 하,2014-07-17,"1,245,000",0.0%,"574,886,570",133,"73,379",1,3,미국,미국,그린나래미디어(주)
151,더 터닝,2020-04-02,"1,188,000",0.0%,"1,188,000",132,132,1,1,미국,미국,(주)스마일이엔티
152,졸업,1971-06-19,"933,000",0.0%,"42,527,200",119,"5,760",3,21,미국,미국,시네마 뉴원
153,사마에게,2020-01-23,"1,121,860",0.0%,"134,176,472",118,"16,656",3,28,영국,영국,(주)엣나인필름
154,갈증,2014-12-04,"938,500",0.0%,"52,498,364",117,"7,001",2,6,일본,일본,찬란
155,사냥의 시간,,"849,580",0.0%,"8,438,580",113,994,1,2,한국,한국,
156,친구누나들,2020-03-20,"639,000",0.0%,"639,000",110,110,20,20,한국,한국,스마일컨텐츠
157,패왕별희 디 오리지널,2017-03-30,"1,635,000",0.0%,"10,953,400",109,"1,194",1,2,중국,중국,"(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트"
158,우리의 20세기,2017-09-27,"1,048,000",0.0%,"288,815,600",105,"35,496",1,2,미국,미국,그린나래미디어(주)
159,코끼리는 그곳에 있어,2019-11-21,"715,000",0.0%,"21,351,400",101,"1,719",1,4,중국,중국,아이 엠
160,메기,2019-09-26,"1,125,000",0.0%,"330,349,828",100,"39,126",2,17,한국,한국,"(주)엣나인필름,CGV아트하우스"
160,카잔자키스,2020-01-30,"877,060",0.0%,"27,558,100",100,"3,570",2,30,기타,기타,(주)마노엔터테인먼트
162,극장판 원피스 스탬피드,2020-02-13,"939,960",0.0%,"189,578,960",97,"22,375",2,14,일본,일본,(주)스마일이엔티
162,인어공주,1991-12-21,"672,500",0.0%,"43,292,700",97,"5,664",5,5,미국,미국,
164,델리리움,2019-12-09,"530,000",0.0%,"2,745,000",86,"1,527",1,1,미국,미국,(주)영화사 안다미로
164,재키,2017-01-25,"858,000",0.0%,"210,843,243",86,"26,874",1,2,칠레,"칠레,프랑스,미국",그린나래미디어(주)
166,행복의 단추를 채우는 완벽한 방법,2020-04-02,"407,000",0.0%,"407,000",81,81,4,4,영국,영국,찬란
167,엑시트,2019-07-31,"720,000",0.0%,"79,232,932,162",80,"9,426,131",1,1,한국,한국,(주)씨제이이엔엠
168,아들의 아내2,2020-03-27,"400,000",0.0%,"400,000",79,79,20,20,한국,한국,(주)로드하우스
168,아내의 비밀남자,2020-03-18,"400,000",0.0%,"400,000",79,79,20,20,한국,한국,(주)로드하우스
168,여직원 사용 설명서,2020-03-25,"400,000",0.0%,"400,000",79,79,20,20,한국,한국,노바엔터테인먼트
168,형수의 성교육,2020-03-26,"400,000",0.0%,"400,000",79,79,20,20,한국,한국,노바엔터테인먼트
168,청불학원2,2020-03-27,"400,000",0.0%,"400,000",79,79,20,20,한국,한국,노바엔터테인먼트
173,히비키,,"617,000",0.0%,"617,000",74,74,2,31,일본,일본,
174,n번째 이별 중,2020-04-01,"704,000",0.0%,"704,000",64,64,1,2,미국,미국,"(주)팬엔터테인먼트,(주)영화특별시에스엠씨"
174,신과 나: 100일간의 거래,2020-04-08,"576,000",0.0%,"576,000",64,64,1,1,기타,기타,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)"
174,매기스 플랜,2017-01-25,"639,000",0.0%,"383,680,800",64,"47,855",1,2,미국,미국,오드
177,천녀유혼,1987-12-05,"378,000",0.0%,"14,052,700",63,"2,317",2,3,홍콩,홍콩,
177,바닷마을 다이어리,2015-12-17,"538,000",0.0%,"845,540,384",63,"103,322",1,4,일본,일본,(주)티캐스트
179,진짜로 일어날지도 몰라 기적,2011-12-22,"468,000",0.0%,"340,038,400",61,"43,817",1,4,일본,일본,"(주)스튜디오 보난자,(주)미로비젼"
180,음란한 모녀의 정사 무삭제판,2020-03-04,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화
180,친구아내는 육덕녀,2020-03-20,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
180,굶주린 엄마친구,2020-03-20,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
180,스와핑 부부,2020-03-25,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화
180,돈 겟 컷,2020-03-31,"300,000",0.0%,"300,000",60,60,1,1,미국,미국,(주)엔씨미디어
180,섹시한형수,2020-03-31,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,록엔터테인먼트(주)
180,슈윙! 블루 노트 레코드 스토리,2020-03-19,"556,000",0.0%,"936,000",60,155,2,16,독일,독일,(주)에스와이코마드
187,환상의 빛,2016-07-07,"485,000",0.0%,"156,570,500",59,"19,674",1,4,일본,일본,주식회사 씨네룩스
188,일 트로바토레,2020-01-12,"1,485,000",0.0%,"35,161,000",56,"1,468",5,10,독일,독일,(주)케빈앤컴퍼니
189,모아나,2017-01-12,"369,000",0.0%,"18,062,083,807",53,"2,311,019",1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
190,사랑이 뭘까,2020-04-09,"260,000",0.0%,"1,321,000",52,147,2,2,일본,일본,(주)엣나인필름
191,사자자리,,"331,000",0.0%,"818,000",51,127,1,1,프랑스,프랑스,
191,목공소에서 생긴 일,2020-03-06,"342,000",0.0%,"342,000",51,51,20,20,한국,한국,(주)나우콘텐츠
193,미녀와 야수,1992-07-04,"350,000",0.0%,"1,525,094,000",50,"148,966",1,1,미국,미국,"워너브러더스 코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜"
