●08주차 (2019년 02월 18일 ~ 2019년 02월 24일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
23,살인마 잭의 집,2019-02-21,"44,710,400",0.1%,"42,462,400",1888.9%,"48,328,400","4,912","4,654",1803.9%,"5,307",68,322,덴마크,덴마크,(주)엣나인필름
24,말모이,2019-01-09,"27,966,500",0.1%,"-26,551,350",-48.7%,"23,949,286,720","4,532","-2,883",-38.9%,"2,860,683",35,121,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
25,콜드 워,2019-02-07,"31,131,630",0.1%,"-38,160,300",-55.1%,"188,070,360","4,054","-4,393",-52.0%,"22,589",52,322,폴란드,폴란드,아이 엠
26,칠곡 가시나들,2019-02-27,"35,210,000",0.1%,"32,998,000",1491.8%,"47,571,300","4,047","3,779",1410.1%,"5,574",9,20,한국,한국,"(주)인디플러그,(주)더 피플"
27,햄릿,2016-11-24,"44,033,500",0.1%,"44,033,500",100.0%,"158,428,500","3,413","3,413",100.0%,"12,070",16,64,영국,영국,메가박스중앙(주)
28,도쿄의 밤하늘은 항상 가장 짙은 블루,2019-02-14,"20,724,680",0.1%,"-5,572,730",-21.2%,"55,478,890","2,568",-336,-11.6%,"6,316",32,222,일본,일본,(주)디오시네마
29,레고 무비2,2019-02-06,"14,857,860",0.0%,"-85,937,160",-85.3%,"674,580,840","2,107","-12,163",-85.2%,"87,407",38,123,미국,"미국,덴마크,캐나다,노르웨이,호주",워너브러더스 코리아(주)
30,자전차왕 엄복동,2019-02-27,"13,975,000",0.0%,"11,335,000",429.4%,"16,615,000","1,679","1,439",599.6%,"1,919",3,7,한국,한국,(주)셀트리온엔터테인먼트
31,"메리, 퀸 오브 스코틀랜드",2019-02-14,"12,361,100",0.0%,"-5,482,400",-30.7%,"30,204,600","1,560",-570,-26.8%,"3,690",9,29,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
32,보헤미안 랩소디,2018-10-31,"13,900,080",0.0%,"-5,694,370",-29.1%,"86,212,294,685","1,500",-816,-35.2%,"9,939,441",9,39,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
33,일일시호일,2019-01-17,"10,916,400",0.0%,"-8,094,100",-42.6%,"311,114,419","1,475","-1,063",-41.9%,"39,133",19,102,일본,일본,(주)영화사 진진
34,타이탄,2010-04-01,"2,388,000",0.0%,"2,388,000",100.0%,"21,799,384,500","1,194","1,194",100.0%,"2,643,677",1,15,미국,미국,워너브러더스 코리아(주)
35,옷코는 초등학생 사장님!,2019-02-27,"9,786,500",0.0%,"9,786,500",100.0%,"9,786,500","1,118","1,118",100.0%,"1,118",3,7,일본,일본,(주)트리플픽쳐스
36,셰인,,"2,225,000",0.0%,"1,967,000",762.4%,"26,660,000","1,110",981,760.5%,"12,619",1,11,미국,미국,
37,스파이더맨: 뉴 유니버스,2018-12-12,"9,220,900",0.0%,"-10,968,460",-54.3%,"5,981,747,656","1,093","-1,216",-52.7%,"720,414",16,32,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
38,인생 후르츠,2018-12-06,"8,204,500",0.0%,"-3,026,000",-26.9%,"526,736,630","1,070",-405,-27.5%,"68,403",9,54,일본,일본,(주)엣나인필름
39,"어쩌다, 결혼",2019-02-27,"9,215,000",0.0%,"9,215,000",100.0%,"9,215,000","1,023","1,023",100.0%,"1,023",1,3,한국,한국,CGV아트하우스
40,더 와이프,2019-02-27,"8,086,000",0.0%,"2,653,000",48.8%,"19,007,500",995,397,66.4%,"2,178",3,7,영국,영국,(주)팝엔터테인먼트
41,콜디츠 스토리,,"1,894,000",0.0%,"1,894,000",100.0%,"1,894,000",947,947,100.0%,947,1,15,영국,영국,
42,몬스터 파크,2019-01-23,"7,278,000",0.0%,"2,572,000",54.7%,"275,719,940",845,-21,-2.4%,"38,256",2,5,영국,"영국,멕시코",(주)박수엔터테인먼트
43,그대 이름은 장미,2019-01-16,"6,592,000",0.0%,"4,911,000",292.1%,"728,245,970",824,630,324.7%,"86,838",2,4,한국,한국,(주)리틀빅픽쳐스
44,데드 트리거,2018-12-14,"4,024,000",0.0%,"4,024,000",100.0%,"4,025,000",804,804,100.0%,805,1,2,미국,미국,제인앤유
45,오발탄,1961-04-13,"1,590,000",0.0%,"1,590,000",100.0%,"5,684,000",795,795,100.0%,"2,855",1,21,한국,한국,
46,언더독,2019-01-16,"5,751,000",0.0%,"1,562,500",37.3%,"1,450,458,330",779,112,16.8%,"188,892",5,27,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
47,십자포화,,"1,489,000",0.0%,"1,489,000",100.0%,"3,394,000",743,743,100.0%,"1,688",1,12,미국,미국,
48,퍼스트 리폼드,2019-04-11,"6,693,000",0.0%,"6,693,000",100.0%,"6,693,000",732,732,100.0%,732,10,19,미국,미국,(주)올스타엔터테인먼트
49,로마,2018-12-12,"5,820,200",0.0%,"-893,800",-13.3%,"320,021,700",725,-54,-6.9%,"38,916",9,47,멕시코,멕시코,판씨네마(주)
50,크리미널 체이스,2018-12-04,"3,589,000",0.0%,"3,589,000",100.0%,"3,590,000",717,717,100.0%,718,1,2,미국,미국,제인앤유
51,인천상륙작전,2016-07-27,"6,200,000",0.0%,"6,200,000",100.0%,"55,111,806,303",675,675,100.0%,"7,051,150",2,2,한국,한국,(주)씨제이이엔엠
52,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,"6,181,000",0.0%,"6,181,000",100.0%,"6,181,000",661,661,100.0%,661,10,20,미국,미국,(주)영화사 진진
53,치에리와 체리,2018-09-27,"3,164,000",0.0%,"3,164,000",100.0%,"3,262,000",632,632,100.0%,664,1,2,일본,일본,제인앤유
54,루킹 글라스,2018-06-23,"3,024,000",0.0%,"3,024,000",100.0%,"3,026,000",604,604,100.0%,605,1,2,미국,미국,제인앤유
55,스타 이즈 본,2018-10-09,"4,478,000",0.0%,"-7,350,500",-62.1%,"4,243,503,800",561,-815,-59.2%,"489,267",11,25,미국,미국,워너브러더스 코리아(주)
56,슈퍼미니 2,2019-02-27,"4,770,000",0.0%,"4,770,000",100.0%,"4,770,000",530,530,100.0%,530,3,3,프랑스,프랑스,(주)박수엔터테인먼트
57,무곡,2018-04-19,"2,604,000",0.0%,"2,604,000",100.0%,"2,671,000",520,520,100.0%,551,1,2,일본,일본,제인앤유
58,로드킬,2019-02-21,"4,009,200",0.0%,"4,009,200",100.0%,"4,009,200",511,511,100.0%,511,17,36,한국,한국,(주)갤럭시컴퍼니
59,숲속왕국의 꿀벌 여왕,2019-03-14,"4,581,000",0.0%,"4,581,000",100.0%,"4,581,000",509,509,100.0%,509,2,2,프랑스,프랑스,(주)팝엔터테인먼트
60,시인 할매,2019-02-05,"3,028,200",0.0%,"-11,571,200",-79.3%,"67,745,900",501,"-1,488",-74.8%,"8,349",17,78,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
61,패티코트 작전,,"998,000",0.0%,"998,000",100.0%,"4,197,000",494,494,100.0%,"2,088",1,11,미국,미국,
62,내안의 그놈,2019-01-09,"2,430,000",0.0%,"-6,101,150",-71.5%,"16,407,473,067",465,-627,-57.4%,"1,915,941",4,14,한국,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온"
63,빠삐용,2019-02-27,"4,737,000",0.0%,"3,603,000",317.7%,"5,871,000",423,297,235.7%,549,1,2,미국,미국,(주)드림팩트엔터테인먼트
64,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,"2,031,000",0.0%,"-2,253,110",-52.6%,"13,916,620,723",395,-316,-44.4%,"1,758,336",11,72,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
65,어느 가족,2018-07-26,"2,909,500",0.0%,"-3,524,000",-54.8%,"1,428,846,900",389,-427,-52.3%,"172,864",11,27,일본,일본,(주)티캐스트
66,어둠속의 댄서,2001-02-24,"2,796,080",0.0%,"2,796,080",100.0%,"4,929,380",384,384,100.0%,706,10,46,덴마크,덴마크,영화사 마그나
67,아이다,2019-02-02,"8,214,000",0.0%,"-1,057,500",-11.4%,"33,331,500",347,-28,-7.5%,"1,387",6,12,미국,미국,(주) 인스터 글로벌
68,원한의 도곡리 다리,,"691,000",0.0%,"691,000",100.0%,"12,447,000",344,344,100.0%,"5,852",1,6,미국,미국,
69,항거:유관순 이야기,2019-02-27,"3,116,000",0.0%,"-5,564,000",-64.1%,"11,796,000",332,-530,-61.5%,"1,194",3,3,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
70,포항,2019-02-27,"2,240,000",0.0%,"2,240,000",100.0%,"2,240,000",320,320,100.0%,320,1,2,한국,한국,CL2D Film
71,허비 행콕: 무한한 가능성,2019-02-21,"2,227,550",0.0%,"2,227,550",100.0%,"2,227,550",289,289,100.0%,289,11,52,미국,미국,(주)에스와이코마드
72,래미의 초특급 시간여행,2019-02-27,"1,995,000",0.0%,"1,995,000",100.0%,"1,995,000",285,285,100.0%,285,1,1,중국,중국,와이드 릴리즈(주)
73,다이얼 M을 돌려라,,"564,000",0.0%,"-1,792,000",-76.1%,"13,831,000",282,-891,-76.0%,"6,555",1,5,미국,미국,
74,쉰들러 리스트,1994-03-05,"1,995,050",0.0%,"-2,704,260",-57.5%,"45,345,140",261,-307,-54.0%,"5,585",4,19,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
75,참외향기,2018-05-31,"492,000",0.0%,"492,000",100.0%,"5,123,200",246,246,100.0%,"1,255",1,10,한국,한국,(주)영화사 그램
76,투명섹스와 그녀의 블랙홀,2019-02-21,"1,183,000",0.0%,"1,183,000",100.0%,"1,183,000",244,244,100.0%,244,19,20,일본,일본,(유)조이앤시네마
76,원초적 관계,2019-02-21,"1,183,000",0.0%,"1,183,000",100.0%,"1,183,000",244,244,100.0%,244,19,20,일본,일본,(유)조이앤시네마
78,험악한 꿈,2019-02-14,"1,787,600",0.0%,"-1,527,800",-46.1%,"6,842,000",240,-181,-43.0%,888,30,81,미국,미국,판씨네마(주)
79,아이스,2019-02-07,"1,682,900",0.0%,"-9,923,300",-85.5%,"147,997,080",226,"-1,275",-84.9%,"18,821",9,43,러시아,러시아,(주)마노엔터테인먼트
80,사랑은 비가 갠 뒤처럼,2019-02-07,"1,681,480",0.0%,"-18,236,370",-91.6%,"113,423,020",218,"-2,295",-91.3%,"13,450",7,31,일본,일본,(주)디스테이션
81,밤은 돌아오지 않는다,,"424,000",0.0%,"95,000",28.9%,"3,379,000",212,49,30.1%,"1,251",1,3,미국,미국,
82,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,"1,075,000",0.0%,"-3,951,000",-78.6%,"3,140,770,920",210,-395,-65.3%,"410,180",2,6,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
83,구스 베이비,2019-01-16,"1,003,000",0.0%,"-7,502,000",-88.2%,"652,630,360",188,"-1,443",-88.5%,"91,490",2,4,미국,미국,(주)이수C&E
84,바울,2018-10-31,"1,717,000",0.0%,"54,000",3.2%,"2,136,192,400",180,2,1.1%,"272,186",1,5,미국,미국,(재)CBS
85,슬픔은 그대 가슴에,1999-05-08,"356,000",0.0%,"356,000",100.0%,"22,506,000",178,178,100.0%,"11,205",1,6,미국,미국,
86,대해적,,"339,000",0.0%,"-175,000",-34.0%,"11,198,000",168,-89,-34.6%,"5,294",1,3,미국,미국,
87,스페이드의 여왕,2019-02-03,"3,510,000",0.0%,"-1,191,500",-25.3%,"19,460,000",161,-39,-19.5%,841,6,12,독일,독일,(주)케빈앤컴퍼니
88,산상수훈,2017-12-07,"1,412,000",0.0%,"-5,090,000",-78.3%,"387,134,700",160,-615,-79.4%,"52,136",3,4,한국,한국,"이언픽쳐스,(주)그란"
88,캉캉,,"325,000",0.0%,"-129,000",-28.4%,"2,704,000",160,-67,-29.5%,"1,347",1,4,미국,미국,
90,퍼스트맨,2018-10-18,"1,231,000",0.0%,"532,500",76.2%,"6,100,097,739",143,63,78.8%,"665,934",7,10,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
90,우리가족: 라멘샵,2019-01-31,"1,101,000",0.0%,"-2,458,000",-69.1%,"59,691,350",143,-339,-70.3%,"6,858",6,18,싱가포르,싱가포르,(주)팝엔터테인먼트
92,이월,2019-01-30,"930,500",0.0%,"81,500",9.6%,"11,947,680",138,2,1.5%,"1,609",8,52,한국,한국,무브먼트
93,내가 사는 세상,2019-03-07,"1,134,000",0.0%,"1,134,000",100.0%,"1,690,000",126,126,100.0%,208,1,1,한국,한국,㈜인디스토리
94,황야의 귀부인,,"248,000",0.0%,"248,000",100.0%,"4,059,000",124,124,100.0%,"2,028",1,8,미국,미국,
95,베라 드레이크,,"910,000",0.0%,"623,000",217.1%,"1,740,000",122,78,177.3%,262,1,1,영국,"영국,프랑스",
96,스톤 부인의 로마의 봄,,"245,000",0.0%,"-387,000",-61.2%,"8,684,000",120,-196,-62.0%,"3,979",1,12,미국,"미국,영국",
97,장모의유혹,2019-02-22,"764,000",0.0%,"764,000",100.0%,"764,000",116,116,100.0%,116,20,20,한국,한국,스마일컨텐츠
98,미스터 스마일,2018-12-27,"441,000",0.0%,"117,000",36.1%,"181,434,800",109,44,67.7%,"22,310",2,7,미국,미국,(주)티캐스트
99,"안녕, 나의 소녀 시절이여",2018-12-12,"274,000",0.0%,"204,000",291.4%,"18,280,500",102,92,920.0%,"2,440",2,23,한국,한국,(주)드림팩트엔터테인먼트
100,어떤 휴가,,"202,000",0.0%,"202,000",100.0%,"2,765,000",101,101,100.0%,"1,375",1,8,미국,미국,
101,진시황제와 만리장성,,"190,000",0.0%,"190,000",100.0%,"1,051,000",95,95,100.0%,532,1,3,한국,한국,
102,타잔과 친구들,,"180,000",0.0%,"180,000",100.0%,"5,566,000",90,90,100.0%,"2,768",1,8,미국,미국,
103,더 길티,2019-03-27,"868,000",0.0%,"868,000",100.0%,"868,000",89,89,100.0%,89,1,1,덴마크,덴마크,(주)팝엔터테인먼트
104,러빙 빈센트 : 비하인드 에디션,2018-12-13,"709,150",0.0%,"-1,657,980",-70.0%,"214,594,490",87,-198,-69.5%,"25,279",2,7,영국,영국,(주)이수C&E
105,메이트,2019-01-17,"527,000",0.0%,"282,000",115.1%,"18,185,150",85,50,142.9%,"2,197",4,17,한국,한국,(주)콘텐츠 난다긴다
106,열정의 랩소디,,"156,000",0.0%,"156,000",100.0%,"7,345,000",78,78,100.0%,"3,651",1,1,미국,미국,
107,블루,,"546,000",0.0%,"-73,000",-11.8%,"2,880,000",77,-13,-14.4%,472,1,1,영국,영국,
108,불한당: 나쁜 놈들의 세상,2017-05-17,"375,000",0.0%,"-450,000",-54.5%,"7,681,435,125",75,0,0.0%,"954,723",1,1,한국,한국,(주)씨제이이엔엠
109,벌집의 정령,,"498,000",0.0%,"-197,000",-28.3%,"2,128,000",72,-31,-30.1%,323,1,1,스페인,스페인,
110,열망,,"331,000",0.0%,"253,000",324.4%,"615,000",70,54,337.5%,129,1,2,독일,독일,
110,불안은 영혼을 잠식한다,1997-11-22,"510,000",0.0%,"-34,000",-6.3%,"5,170,000",70,-8,-10.3%,734,1,1,독일,독일,
110,어둠은 걷히고,,"478,000",0.0%,"72,000",17.7%,"2,508,000",70,6,9.4%,379,1,1,핀란드,핀란드,
113,트윈 픽스,1995-03-25,"666,000",0.0%,"666,000",100.0%,"13,846,682",67,67,100.0%,"1,592",1,1,미국,미국,(주)영화사 안다미로
113,스플렌도르,,"456,000",0.0%,"223,000",95.7%,"689,000",67,32,91.4%,102,1,1,이탈리아,"이탈리아,프랑스",
115,존 휴스턴 회고전-용서받지 못할 자,,"132,000",0.0%,"132,000",100.0%,"11,135,000",66,66,100.0%,"4,940",1,1,미국,미국,
116,유레카,,"420,000",0.0%,"-486,000",-53.6%,"1,326,000",65,-62,-48.8%,192,1,1,일본,일본,
116,파이널리스트,2019-01-24,"537,000",0.0%,"-640,000",-54.4%,"27,909,600",65,-67,-50.8%,"3,584",3,10,벨기에,벨기에,(주)트리플픽쳐스
116,청춘은 밤이 없다,,"135,000",0.0%,"-39,000",-22.4%,"2,503,000",65,-22,-25.3%,"1,249",1,7,미국,미국,
116,파이판,2012-05-31,"650,000",0.0%,"650,000",100.0%,"803,000",65,65,100.0%,85,1,1,중국,중국,(주)마노엔터테인먼트
120,자유의 이차선,,"432,000",0.0%,"-83,000",-16.1%,"1,816,000",64,-11,-14.7%,302,1,1,미국,미국,
120,그때 그들,2019-03-07,"381,000",0.0%,"381,000",100.0%,"999,000",64,64,100.0%,167,1,1,이탈리아,이탈리아,(주)영화사 진진
122,얼굴들,2019-01-24,"389,000",0.0%,"-954,000",-71.0%,"15,498,000",63,-104,-62.3%,"2,100",7,30,한국,한국,(주)시네마달
123,마담 헐리우드,,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,프랑스,프랑스,
123,권력: 욕망의 올가미,,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,미국,미국,
125,님포매니악 볼륨1,2014-06-18,"565,000",0.0%,"565,000",100.0%,"480,056,383",58,58,100.0%,"60,369",1,2,덴마크,"덴마크,독일,프랑스,벨기에,영국",CGV아트하우스
126,어른이 되면,2018-12-13,"323,000",0.0%,"-73,500",-18.5%,"40,203,400",57,-9,-13.6%,"5,595",4,25,한국,한국,(주)시네마달
127,우드스탁: 사랑과 평화의 3일,,"364,000",0.0%,"92,000",33.8%,"636,000",55,14,34.1%,96,1,1,미국,미국,
128,레토,2019-01-03,"423,000",0.0%,"-1,052,000",-71.3%,"184,826,980",50,-106,-67.9%,"21,157",3,8,러시아,"러시아,프랑스","(주)엣나인필름,플레이리스트(주)"
129,안티크라이스트,2011-04-14,"490,000",0.0%,"490,000",100.0%,"31,870,600",49,49,100.0%,"4,120",1,2,덴마크,덴마크,주식회사 마운틴픽쳐스
130,트랜짓,2020-07-02,"240,000",0.0%,"-136,000",-36.2%,"616,000",48,-29,-37.7%,125,1,1,독일,독일,M&M 인터내셔널
131,워락,,"94,000",0.0%,"-170,000",-64.4%,"8,516,000",47,-85,-64.4%,"4,295",1,1,미국,미국,
132,툼스톤,2014-09-18,"92,000",0.0%,"92,000",100.0%,"1,875,896,247",46,46,100.0%,"242,816",1,1,미국,미국,(주)인벤트스톤
133,더 헌팅,,"281,000",0.0%,"-73,000",-20.6%,"635,000",44,-8,-15.4%,96,1,1,영국,"영국,미국",
134,바늘구멍,1982-01-01,"86,000",0.0%,"42,000",95.5%,"314,000",43,21,95.5%,134,1,1,미국,미국,
134,두 여인,,"86,000",0.0%,"86,000",100.0%,"16,526,000",43,43,100.0%,"7,681",1,1,이탈리아,"이탈리아,프랑스",
134,꿈길,,"214,000",0.0%,"-8,000",-3.6%,"436,000",43,-4,-8.5%,90,1,1,독일,독일,
137,러브 인 클라우즈,2008-12-31,"82,000",0.0%,"82,000",100.0%,"213,855,500",41,41,100.0%,"31,394",1,1,호주,호주,예지림엔터테인먼트
137,님포매니악 볼륨2,2014-07-03,"400,000",0.0%,"400,000",100.0%,"202,508,933",41,41,100.0%,"24,465",1,2,덴마크,"덴마크,벨기에,프랑스,독일,영국",CGV아트하우스
139,비긴 어게인,2014-08-13,"290,500",0.0%,"-689,500",-70.4%,"27,151,643,161",37,-125,-77.2%,"3,435,465",1,1,미국,미국,판씨네마(주)
140,삼생삼세 십리도화,2018-01-18,"218,800",0.0%,"-364,500",-62.5%,"6,890,600",32,-55,-63.2%,"1,215",1,5,중국,중국,주식회사 풍경소리
140,형제는 용감하였다,,"64,000",0.0%,"64,000",100.0%,"5,687,000",32,32,100.0%,"2,826",1,1,미국,미국,
140,월요일의 창문,,"154,000",0.0%,"-24,000",-13.5%,"332,000",32,-3,-8.6%,67,1,2,독일,독일,
140,미래의 미라이,2019-01-16,"271,000",0.0%,"-1,583,500",-85.4%,"852,018,757",32,-182,-85.0%,"105,104",2,5,일본,일본,메가박스중앙(주)플러스엠
144,시티 빌로우,,"144,000",0.0%,"98,000",213.0%,"190,000",30,21,233.3%,39,1,2,독일,"독일,프랑스",
145,캐리,1978-09-17,"58,000",0.0%,"58,000",100.0%,"4,943,000",29,29,100.0%,"2,045",1,1,미국,미국,
146,더 체인질링,,"191,000",0.0%,"-561,000",-74.6%,"1,172,000",28,-77,-73.3%,170,1,1,캐나다,캐나다,
147,글래스,2019-01-17,"193,000",0.0%,"-924,000",-82.7%,"4,277,452,982",27,-106,-79.7%,"466,475",1,3,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
147,챔피언스,2019-02-07,"201,000",0.0%,"-2,001,780",-90.9%,"38,835,980",27,-277,-91.1%,"4,462",2,5,스페인,스페인,(주)영화사 빅
149,베스턴,,"132,000",0.0%,"-4,000",-2.9%,"358,000",26,-2,-7.1%,71,1,1,독일,"독일,불가리아,오스트리아",
149,엘머 갠트리,,"52,000",0.0%,"-219,000",-80.8%,"10,196,000",26,-107,-80.5%,"4,865",1,3,미국,미국,
149,내 사랑,2017-07-12,"260,000",0.0%,"260,000",100.0%,"2,466,140,125",26,26,100.0%,"337,228",1,1,아일랜드,"아일랜드,캐나다",오드
152,수면병,,"114,000",0.0%,"38,000",50.0%,"190,000",24,8,50.0%,40,1,2,독일,"독일,프랑스,네덜란드",
153,"님아, 그 강을 건너지 마오",2014-11-27,"51,000",0.0%,"-5,000",-8.9%,"37,357,739,079",23,-5,-17.9%,"4,802,260",1,13,한국,한국,"CGV아트하우스,(주)대명문화공장"
153,오렌지필름 기획전 - 위대한 귀여움에 대하여,,"152,000",0.0%,"88,000",137.5%,"334,000",23,13,130.0%,46,1,2,한국,한국,
155,정사 2018 무삭제,2019-02-21,"109,000",0.0%,"109,000",100.0%,"109,000",22,22,100.0%,22,20,20,한국,한국,(주)영화사가을
155,갈망,,"104,000",0.0%,"-48,000",-31.6%,"256,000",22,-8,-26.7%,52,1,1,독일,독일,
157,이차크의 행복한 바이올린,2018-12-20,"172,000",0.0%,"-1,153,000",-87.0%,"123,840,650",21,-152,-87.9%,"16,345",1,1,미국,미국,(주)영화사 진진
158,불륜 동창회 2,2019-02-18,"105,000",0.0%,"105,000",100.0%,"105,000",20,20,100.0%,20,20,20,한국,한국,(주)영화사가을
159,분노,2017-03-30,"169,000",0.0%,"169,000",100.0%,"236,952,037",19,19,100.0%,"29,351",1,1,일본,일본,메가박스중앙(주)플러스엠
160,폴란드로 간 아이들,2018-10-31,"153,000",0.0%,"-57,000",-27.1%,"377,231,800",18,-9,-33.3%,"49,236",1,5,한국,한국,커넥트픽쳐스(주)
160,볼프스부르크,,"86,000",0.0%,"18,000",26.5%,"154,000",18,3,20.0%,33,1,1,독일,독일,
162,더 가까이(인디스데이),,"106,000",0.0%,"31,000",41.3%,"181,000",17,6,54.5%,28,1,5,한국,한국,
