●44주차 (2020년 10월 26일 ~ 2020년 11월 01일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
16,마틴 에덴,2020-10-29,"39,197,940",0.5%,"30,146,940",333.1%,"48,376,940","4,166","3,406",448.2%,"4,945",59,275,이탈리아,이탈리아,알토미디어(주)
17,할로윈: 살인마 잭,2020-07-21,"17,348,520",0.2%,"-3,834,480",-18.1%,"39,400,520","3,235",-694,-17.7%,"7,985",16,56,영국,영국,(주)영화사 안다미로
18,담쟁이,2020-10-28,"21,166,430",0.2%,"18,922,430",843.2%,"25,241,430","2,816","2,569",1040.1%,"3,267",93,547,한국,한국,(주)트리플픽쳐스
19,죽이는 여자,2020-08-23,"14,888,000",0.2%,"-3,620,000",-19.6%,"35,852,000","2,786",-908,-24.6%,"8,858",7,41,미국,미국,(주)영화사 안다미로
20,지구 침공: 컨테이젼,2020-06-08,"14,796,000",0.2%,"-3,288,000",-18.2%,"33,638,000","2,700",-600,-18.2%,"6,716",13,45,영국,"영국,프랑스",(주)영화사 안다미로
21,무협: 더 코드,2020-06-22,"14,794,040",0.2%,"-3,725,960",-20.1%,"35,376,040","2,698",-997,-27.0%,"8,371",13,45,미국,미국,(주)영화사 안다미로
22,젊은이의 양지,2020-10-28,"22,172,470",0.3%,"15,530,470",233.8%,"29,528,470","2,693","1,955",264.9%,"3,533",108,562,한국,한국,(주)리틀빅픽쳐스
23,부활: 그 증거,2020-10-08,"20,900,070",0.2%,"4,311,000",26.0%,"107,876,010","2,649",571,27.5%,"12,716",23,110,한국,한국,(주)영화사 진진
24,맨슨 패밀리,2020-06-15,"13,152,000",0.2%,"-1,497,000",-10.2%,"29,922,000","2,400",-571,-19.2%,"7,396",7,35,영국,"영국,미국",(주)영화사 안다미로
25,기묘한 이야기: 리플레이,2020-08-23,"12,414,040",0.1%,"-3,082,960",-19.9%,"29,759,040","2,337",-810,-25.7%,"7,266",9,39,미국,미국,(주)영화사 안다미로
26,블러드: 궁금한 이야기,2020-06-15,"12,330,000",0.1%,"-3,121,000",-20.2%,"29,791,000","2,250",-851,-27.4%,"7,265",8,35,영국,영국,(주)영화사 안다미로
27,종이꽃,2020-10-22,"16,440,040",0.2%,"-23,415,630",-58.8%,"58,932,710","2,052","-2,596",-55.9%,"7,009",196,724,한국,한국,(주)스튜디오 보난자
28,부니베어: 원시시대 대모험,2020-10-22,"15,962,600",0.2%,"-24,386,000",-60.4%,"56,311,200","2,021","-2,985",-59.6%,"7,027",78,267,중국,중국,(주)라이크콘텐츠
29,극장판 미니특공대: 햄버거괴물의 습격,2020-09-30,"14,993,840",0.2%,"1,634,620",12.2%,"434,479,660","1,836",167,10.0%,"53,831",41,146,한국,한국,(주)리틀빅픽쳐스
30,사냥의 시간: 데스 게임,2020-06-22,"9,858,520",0.1%,"-2,613,480",-21.0%,"24,370,520","1,799",-787,-30.4%,"6,337",9,39,미국,미국,(주)영화사 안다미로
31,디바,2020-09-23,"8,182,500",0.1%,"7,810,000",2096.6%,"898,337,850","1,613","1,571",3740.5%,"107,480",6,21,한국,한국,메가박스중앙(주)플러스엠
32,브레이크 더 사일런스: 더 무비,2020-09-24,"14,365,500",0.2%,"-5,995,000",-29.4%,"1,160,249,000","1,586",-724,-31.3%,"131,693",66,335,한국,한국,CGV ICECON
33,극장판 요괴워치: 포에버 프렌즈,2020-10-15,"11,714,680",0.1%,"-14,139,820",-54.7%,"110,494,350","1,502","-1,881",-55.6%,"14,043",44,171,일본,일본,(주)씨제이이엔엠
34,도굴,2020-11-04,"12,348,000",0.1%,"11,676,000",1737.5%,"13,020,000","1,372","1,276",1329.2%,"1,468",6,9,한국,한국,(주)씨제이이엔엠
35,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,"10,194,030",0.1%,"-5,147,770",-33.6%,"753,333,580","1,260",-629,-33.3%,"93,896",27,104,일본,일본,(주)이수C&E
36,팔로우 미,2020-10-22,"9,842,000",0.1%,"-15,287,800",-60.8%,"35,871,800","1,199","-1,832",-60.4%,"4,330",98,299,미국,미국,(주)디스테이션
37,밥정,2020-10-07,"8,730,710",0.1%,"-6,781,390",-43.7%,"106,724,100","1,170",-846,-42.0%,"13,637",30,159,한국,한국,(주)엣나인필름
38,웨이크필드 프로젝트,2020-06-08,"6,302,000",0.1%,"-4,384,000",-41.0%,"17,811,000","1,150",-800,-41.0%,"3,881",4,17,미국,미국,(주)영화사 안다미로
39,베이비티스,2020-10-22,"9,876,200",0.1%,"-8,468,670",-46.2%,"30,082,570","1,123","-1,167",-51.0%,"3,613",50,230,호주,호주,M&M 인터내셔널
40,글로리아를 위하여,2020-10-29,"10,297,900",0.1%,"10,254,900",23848.6%,"10,340,900","1,117","1,110",15857.1%,"1,124",36,156,프랑스,"프랑스,이탈리아",찬란
41,남과 여: 여전히 찬란한,2020-10-15,"9,117,500",0.1%,"-9,023,500",-49.7%,"49,575,900","1,081","-1,170",-52.0%,"5,862",24,123,프랑스,프랑스,(주)팝엔터테인먼트
42,에브리타임 아이 다이,2020-10-21,"7,345,740",0.1%,"-23,880,720",-76.5%,"39,013,200",900,"-2,877",-76.2%,"4,726",91,260,미국,미국,(주)다자인소프트
43,태양의 소녀들,2020-10-22,"7,193,400",0.1%,"-8,859,170",-55.2%,"23,671,970",880,-946,-51.8%,"2,742",90,260,프랑스,프랑스,(주)이수C&E
44,언힌지드,2020-10-07,"6,750,500",0.1%,"-21,635,170",-76.2%,"1,009,427,720",823,"-2,500",-75.2%,"116,759",22,96,미국,미국,"(주)누리픽쳐스,(주)영화특별시에스엠씨"
45,돌멩이,2020-10-15,"5,109,000",0.1%,"-29,224,450",-85.1%,"139,866,400",819,"-3,440",-80.8%,"16,789",44,120,한국,한국,(주)리틀빅픽쳐스
46,기기괴괴 성형수,2020-09-09,"4,065,000",0.0%,"-6,816,000",-62.6%,"860,277,400",803,"-1,344",-62.6%,"101,647",5,18,한국,한국,(주)트리플픽쳐스
47,원더풀 데이즈,2003-07-17,"7,327,870",0.1%,"5,608,870",326.3%,"9,046,870",779,588,307.9%,970,58,233,한국,한국,"(주)에이원엔터테인먼트,아우라엔터테인먼트"
48,디어 마이 지니어스,2020-10-22,"3,973,000",0.0%,"2,395,600",151.9%,"5,550,400",761,538,241.3%,984,13,50,한국,한국,필름다빈
49,교실 안의 야크,2020-09-30,"5,903,800",0.1%,"-6,915,700",-53.9%,"69,677,540",753,-645,-46.1%,"8,197",18,91,기타,기타,주식회사 슈아픽처스
50,그린랜드,2020-09-29,"4,325,000",0.1%,"-17,697,390",-80.4%,"2,763,172,520",691,"-1,971",-74.0%,"323,094",13,54,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
51,"어디갔어, 버나뎃",2020-10-08,"4,026,000",0.0%,"-14,888,000",-78.7%,"238,642,000",687,"-2,071",-75.1%,"28,405",30,100,미국,미국,"(주)디스테이션,(주)엔케이컨텐츠"
52,황무지 5월의 고해,2020-10-28,"5,025,100",0.1%,"2,771,100",122.9%,"7,279,100",610,347,131.9%,873,39,157,한국,한국,시네마 뉴원
53,웰컴 투 X-월드,2020-10-29,"4,748,900",0.1%,"2,900",0.1%,"10,594,900",532,-18,-3.3%,"1,242",23,88,한국,한국,(주)시네마달
54,사당동 더하기 33,,"2,500,000",0.0%,"2,500,000",100.0%,"2,715,000",500,500,100.0%,532,1,2,한국,한국,
55,불의 전차,2016-06-16,"4,280,800",0.1%,"4,280,800",100.0%,"397,902,900",494,494,100.0%,"58,691",22,86,영국,영국,"(주)라이크콘텐츠,(주)프레인글로벌"
56,꿀벌과 천둥,2020-10-29,"4,501,600",0.1%,"3,898,600",646.5%,"5,640,600",471,404,603.0%,624,35,124,일본,일본,(주)디스테이션
57,애프터: 그 후,2020-10-07,"3,354,300",0.0%,"-10,273,110",-75.4%,"298,850,040",450,"-1,219",-73.0%,"35,477",18,67,미국,미국,판씨네마(주)
58,유전,2018-06-07,"2,966,000",0.0%,"2,966,000",100.0%,"1,597,453,478",424,424,100.0%,"181,330",15,36,미국,미국,(주)팝엔터테인먼트
59,프록시마 프로젝트,2020-10-15,"3,328,500",0.0%,"-5,230,800",-61.1%,"34,033,440",389,-735,-65.4%,"3,949",21,79,프랑스,프랑스,(주)영화사 진진
60,날씨의 아이,2019-10-30,"2,469,910",0.0%,"1,667,240",207.7%,"5,855,414,680",388,244,169.4%,"714,379",3,16,일본,일본,"(주)미디어캐슬,워터홀컴퍼니(주)"
61,반도,2020-07-15,"3,730,000",0.0%,"3,430,000",1143.3%,"33,072,531,280",373,323,646.0%,"3,812,250",3,4,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
62,알피니스트 - 어느 카메라맨의 고백,2020-10-15,"2,867,000",0.0%,"-2,941,890",-50.6%,"19,324,430",351,-392,-52.8%,"2,456",10,40,한국,한국,민치앤필름
63,뮬란,2020-09-17,"2,737,440",0.0%,"-676,530",-19.8%,"2,078,513,120",315,-120,-27.6%,"236,105",6,37,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
64,더 보이,2016-06-01,"2,068,500",0.0%,"2,068,500",100.0%,"454,314,821",295,295,100.0%,"57,564",15,36,미국,미국,(주)리틀빅픽쳐스
65,#살아있다,2020-06-24,"2,890,000",0.0%,"2,890,000",100.0%,"15,968,219,900",289,289,100.0%,"1,903,992",2,2,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
66,이브의 세 얼굴,,"582,000",0.0%,"582,000",100.0%,"582,000",281,281,100.0%,281,1,12,미국,미국,
67,국제수사,2020-09-29,"2,054,440",0.0%,"-10,982,330",-84.2%,"4,482,161,760",277,"-1,365",-83.1%,"534,921",7,19,한국,한국,(주)쇼박스
68,아웃포스트,2020-09-23,"1,653,000",0.0%,"274,600",19.9%,"427,597,870",270,-187,-40.9%,"51,242",2,6,미국,미국,(주)제이앤씨미디어그룹
69,스케어리 스토리:어둠의 속삭임,2020-03-25,"1,844,000",0.0%,"1,844,000",100.0%,"377,336,420",264,264,100.0%,"45,253",15,36,미국,미국,(주)제이앤씨미디어그룹
70,라라랜드,2016-12-07,"2,440,000",0.0%,"416,000",20.6%,"30,847,619,148",260,57,28.1%,"3,739,010",3,7,미국,미국,판씨네마(주)
70,해수의 아이,2020-09-30,"2,245,920",0.0%,"-1,485,000",-39.8%,"138,685,050",260,-162,-38.4%,"15,072",9,41,일본,일본,(주)영화사오원
72,사탄의 인형,2019-06-20,"1,779,000",0.0%,"1,779,000",100.0%,"560,539,590",254,254,100.0%,"60,594",13,36,미국,미국,(주)이수C&E
73,여인들,,"1,250,000",0.0%,"1,250,000",100.0%,"1,250,000",250,250,100.0%,250,1,1,스위스,스위스,
73,SISFF2020 해외경쟁 5: 내가 숨쉬는 공기,,"1,250,000",0.0%,"1,250,000",100.0%,"1,250,000",250,250,100.0%,250,1,1,기타,기타,
73,마르지엘라,2020-09-30,"2,442,870",0.0%,"-2,966,230",-54.8%,"49,969,170",250,-348,-58.2%,"5,492",5,29,기타,기타,하준사
73,바다로 가자,2020-06-18,"1,250,000",0.0%,"1,250,000",100.0%,"10,401,700",250,250,100.0%,"1,623",1,1,한국,한국,ZONE Film
77,내 사랑 찾기,2020-10-22,"1,829,400",0.0%,"-898,500",-32.9%,"4,557,300",224,-112,-33.3%,560,38,89,미국,미국,(주)팝엔터테인먼트
78,마티,,"424,000",0.0%,"424,000",100.0%,"5,604,000",212,212,100.0%,"2,797",1,12,미국,미국,
79,남매의 여름밤,2020-08-20,"1,621,000",0.0%,"-377,560",-18.9%,"174,332,102",209,-50,-19.3%,"20,927",9,45,한국,한국,그린나래미디어(주)
80,미스터 홉스 휴가 가다,,"408,000",0.0%,"408,000",100.0%,"408,000",204,204,100.0%,204,1,9,미국,미국,
81,도망친 여자,2020-09-17,"1,503,500",0.0%,"-169,000",-10.1%,"84,347,240",192,-14,-6.8%,"9,993",8,39,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
82,온워드: 단 하루의 기적,2020-06-17,"1,090,000",0.0%,"683,000",167.8%,"3,584,542,060",179,122,214.0%,"417,231",1,3,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
83,킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,"2,205,000",0.0%,"2,205,000",100.0%,"2,205,000",170,170,100.0%,170,1,1,영국,영국,(주)영화사오원
84,너의 이름은.,2017-01-04,"1,186,000",0.0%,"784,030",195.0%,"30,044,655,786",167,92,122.7%,"3,734,052",2,11,일본,일본,메가박스중앙(주)플러스엠
85,안티고네,2020-11-19,"819,000",0.0%,"819,000",100.0%,"819,000",166,166,100.0%,166,6,7,캐나다,캐나다,"그린나래미디어(주),(주)키다리이엔티"
86,CJ문화재단 글로벌 단편영화 상영회 섹션1,,"1,280,000",0.0%,"1,280,000",100.0%,"1,280,000",160,160,100.0%,160,1,1,기타,기타,
86,CJ문화재단 글로벌 단편영화 상영회 섹션2,,"1,280,000",0.0%,"1,280,000",100.0%,"1,280,000",160,160,100.0%,160,1,1,기타,기타,
88,농부의 딸,,"326,000",0.0%,"326,000",100.0%,"326,000",158,158,100.0%,158,1,6,미국,미국,
88,천문: 하늘에 묻는다,2019-12-26,"948,000",0.0%,"948,000",100.0%,"16,503,491,020",158,158,100.0%,"2,000,648",4,4,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
90,페뷸러스,2020-11-05,"1,240,500",0.0%,"-1,394,500",-52.9%,"4,325,500",157,-170,-52.0%,534,2,4,캐나다,캐나다,"(주)싸이더스,찬란"
91,폰조,2020-10-14,"1,259,070",0.0%,"-25,191,520",-95.2%,"202,803,310",154,"-3,162",-95.4%,"24,539",25,60,미국,미국,(주)키다리이엔티
92,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,2020-09-24,"1,121,500",0.0%,"252,600",29.1%,"107,499,610",153,31,25.4%,"14,562",7,34,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
93,부메랑,1977-02-18,"326,000",0.0%,"326,000",100.0%,"326,000",148,148,100.0%,148,1,4,프랑스,프랑스,
94,바지라오 마스타니,,"145,000",0.0%,"145,000",100.0%,"145,000",145,145,100.0%,145,1,2,인도,인도,
95,별을 쫓는 아이,2011-08-25,"857,000",0.0%,"857,000",100.0%,"448,558,392",143,143,100.0%,"64,157",1,4,일본,일본,"(주)박수엔터테인먼트,에이원엔터테인먼트"
96,소년시절의 너,2020-07-09,"1,337,000",0.0%,"1,186,000",785.4%,"601,522,700",141,123,683.3%,"70,284",2,9,중국,중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
96,걸후드,2020-11-12,"696,500",0.0%,"696,500",100.0%,"6,355,500",141,141,100.0%,803,3,3,프랑스,프랑스,(주)영화특별시에스엠씨
98,남산의 부장들,2020-01-22,"822,000",0.0%,"822,000",100.0%,"41,225,216,650",137,137,100.0%,"4,750,345",1,1,한국,한국,(주)쇼박스
99,렛 힘 고,2020-11-05,"677,000",0.0%,"677,000",100.0%,"677,000",136,136,100.0%,136,8,9,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
100,CJ문화재단 글로벌 단편영화 상영회 섹션3,,"1,080,000",0.0%,"1,080,000",100.0%,"1,080,000",135,135,100.0%,135,1,1,기타,기타,
101,우리를 갈라놓는 것들,2019-11-28,"1,196,000",0.0%,"591,000",97.7%,"17,249,580",134,13,10.7%,"2,091",1,1,한국,한국,(주)엣나인필름
102,레전더리 콘서트: 헤르베르트 폰 카라얀,2020-11-01,"3,637,000",0.0%,"3,637,000",100.0%,"3,637,000",130,130,100.0%,130,15,15,독일,독일,(주)케빈앤컴퍼니
103,사탄탱고,,"894,000",0.0%,"894,000",100.0%,"8,385,000",128,128,100.0%,"1,232",1,3,헝가리,"헝가리,독일,스위스",
104,블레이드 러너 2049,2017-10-12,"1,465,000",0.0%,"-804,900",-35.5%,"2,790,457,065",127,-73,-36.5%,"324,041",1,6,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
105,안녕까지 30분,2020-10-14,"970,800",0.0%,"-4,172,000",-81.1%,"29,615,800",111,-483,-81.3%,"3,542",18,45,일본,일본,(주)디스테이션
106,예기치 못한 일,,"205,000",0.0%,"205,000",100.0%,"205,000",100,100,100.0%,100,1,3,영국,영국,
107,전쟁과 애욕,,"203,000",0.0%,"203,000",100.0%,"3,506,000",99,99,100.0%,"1,679",1,8,미국,미국,
108,최신 밀착 회원제 클럽,,"872,070",0.0%,"872,070",100.0%,"872,070",97,97,100.0%,97,5,15,일본,일본,(주)도키엔터테인먼트
109,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,"672,000",0.0%,"672,000",100.0%,"672,000",96,96,100.0%,96,1,1,영국,영국,와이드 릴리즈(주)
109,젊은 사자들,,"192,000",0.0%,"192,000",100.0%,"9,377,000",96,96,100.0%,"4,751",1,4,미국,미국,
111,핑크,,"95,000",0.0%,"95,000",100.0%,"95,000",95,95,100.0%,95,1,2,인도,인도,
112,트라이얼 오브 더 시카고 7,2020-10-07,"723,560",0.0%,"-860,750",-54.3%,"34,661,760",91,-107,-54.0%,"4,257",3,15,미국,미국,메가박스중앙(주)플러스엠
113,애니멀 피플,,"501,000",0.0%,"501,000",100.0%,"501,000",90,90,100.0%,90,1,2,미국,미국,
114,카일라스 가는 길,2020-09-03,"643,300",0.0%,"-344,200",-34.9%,"69,096,040",87,-80,-47.9%,"9,017",3,14,한국,한국,(주)영화사 진진
115,검객,2020-09-23,"418,940",0.0%,"-861,160",-67.3%,"1,597,019,770",83,-80,-49.1%,"186,462",2,10,한국,한국,"(주)키위미디어그룹,오퍼스픽쳐스(유),(주)씨네필운"
116,제8회 24초영화제 1섹션,,"492,000",0.0%,"492,000",100.0%,"492,000",82,82,100.0%,82,1,1,한국,한국,
116,제8회 24초영화제 2섹션,,"492,000",0.0%,"492,000",100.0%,"492,000",82,82,100.0%,82,1,1,한국,한국,
116,제8회 24초영화제 3섹션,,"492,000",0.0%,"492,000",100.0%,"492,000",82,82,100.0%,82,1,1,한국,한국,
116,뉴턴,,"82,000",0.0%,"82,000",100.0%,"476,000",82,82,100.0%,139,1,2,인도,인도,
120,내일,2018-04-05,"648,000",0.0%,"648,000",100.0%,"6,166,000",81,81,100.0%,962,1,1,프랑스,프랑스,플랫폼C
121,지옥의 오르페,2020-10-25,"1,861,200",0.0%,"301,800",19.4%,"3,420,600",78,18,30.0%,138,7,13,독일,독일,(주)케빈앤컴퍼니
122,캘러미티 제인,,"152,000",0.0%,"152,000",100.0%,"3,549,000",76,76,100.0%,"1,769",1,6,,,
122,신사는 금발을 좋아해,,"152,000",0.0%,"152,000",100.0%,"17,763,000",76,76,100.0%,"7,599",1,3,미국,미국,
124,아나스타샤,1997-12-20,"146,000",0.0%,"-431,000",-74.7%,"13,888,000",73,-213,-74.5%,"6,446",1,3,미국,미국,
124,백년의 기억,2020-06-11,"369,000",0.0%,"353,000",2206.3%,"5,614,100",73,70,2333.3%,857,2,7,프랑스,프랑스,"전국예술영화관협회,에무 시네마 앤 카페"
126,영원과 하루,2004-11-17,"541,000",0.0%,"11,000",2.1%,"57,278,500",71,-3,-4.1%,"8,203",1,1,그리스,"그리스,프랑스,이탈리아",㈜영화사 백두대간
127,세인트 주디,2020-07-29,"680,000",0.0%,"673,000",9614.3%,"72,887,360",68,67,6700.0%,"8,809",1,1,미국,미국,"(주)미로스페이스,주식회사 제이씨엔터웍스"
127,북북서로 진로를 돌려라,,"707,000",0.0%,"707,000",100.0%,"45,037,400",68,68,100.0%,"8,737",1,2,미국,미국,
129,피원에이치 : 새로운 세계의 시작,2020-10-08,"636,500",0.0%,"-510,000",-44.5%,"19,249,200",64,-58,-47.5%,"2,098",1,3,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
130,나인스 게이트: 아홉 번째 살인,2020-11-04,"567,000",0.0%,"567,000",100.0%,"567,000",63,63,100.0%,63,1,1,러시아,러시아,(주)제이앤씨미디어그룹
131,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,"540,470",0.0%,"-328,030",-37.8%,"400,494,610",61,-28,-31.5%,"45,484",3,7,일본,일본,(주)애니플러스
132,왕가슴 그녀,2020-10-26,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,한국,한국,케이엘 픽쳐스
132,채승하의 비밀의 숲,2020-10-29,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,한국,한국,케이엘 픽쳐스
132,섹스 소녀 5,2020-10-27,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,한국,한국,케이엘 픽쳐스
132,다운폴 : 히틀러와 제3국의 종말,,"404,000",0.0%,"147,000",57.2%,"661,000",60,22,57.9%,98,1,1,독일,"독일,오스트리아 ,체코",
136,타오르는 여인의 초상,2020-01-16,"565,000",0.0%,"-34,000",-5.7%,"1,255,557,398",57,-24,-29.6%,"149,115",2,4,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
136,온다,2020-03-26,"399,000",0.0%,"399,000",100.0%,"46,457,840",57,57,100.0%,"5,637",1,4,일본,일본,(주)트리플픽쳐스
136,소리꾼,2020-07-01,"513,000",0.0%,"153,000",42.5%,"669,922,680",57,17,42.5%,"82,450",1,1,한국,한국,(주)리틀빅픽쳐스
136,犬견 : 버려진 아이들,2020-10-18,"179,000",0.0%,"40,000",28.8%,"337,000",57,10,21.3%,111,1,14,한국,한국,주식회사 씨엠닉스
140,스타 이즈 본,2018-10-09,"415,000",0.0%,"415,000",100.0%,"4,451,466,400",56,56,100.0%,"528,509",1,3,미국,미국,워너브러더스 코리아(주)
141,마리 콤,,"54,000",0.0%,"54,000",100.0%,"54,000",54,54,100.0%,54,1,2,기타,기타,
141,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,"482,100",0.0%,"-268,370",-35.8%,"354,476,730",54,-25,-31.6%,"44,169",2,5,일본,일본,(주)박수엔터테인먼트
143,스와니 강,,"102,000",0.0%,"102,000",100.0%,"2,085,000",51,51,100.0%,"1,040",1,5,미국,미국,
144,보테로,2020-09-24,"408,500",0.0%,"-1,026,500",-71.5%,"30,783,840",50,-116,-69.9%,"3,735",5,15,캐나다,캐나다,(주)마노엔터테인먼트
144,라 붐,2013-10-24,"500,000",0.0%,"20,000",4.2%,"70,940,500",50,2,4.2%,"9,446",1,1,프랑스,프랑스,(주)앤드플러스미디어웍스
146,포기와 베스,2020-10-06,"1,231,700",0.0%,"-291,100",-19.1%,"6,756,900",49,-14,-22.2%,280,7,13,미국,미국,(주) 인스터 글로벌
147,춤바크,,"46,000",0.0%,"46,000",100.0%,"46,000",46,46,100.0%,46,1,1,인도,인도,
148,이 마스나디에리,2020-09-01,"659,000",0.0%,"119,000",22.0%,"3,604,050",44,8,22.2%,153,11,11,이탈리아,이탈리아,일미디어
149,황야의 7인,1972-11-02,"86,000",0.0%,"86,000",100.0%,"19,534,000",43,43,100.0%,"9,021",1,6,미국,미국,
149,69세,2020-08-20,"174,000",0.0%,"-969,000",-84.8%,"73,533,190",43,-194,-81.9%,"9,117",2,8,한국,한국,(주)엣나인필름
151,제리 맥과이어,1997-02-01,"420,000",0.0%,"-260,000",-38.2%,"39,624,400",42,-26,-38.2%,"5,385",1,1,미국,미국,(주)피터팬픽쳐스
152,다만 악에서 구하소서,2020-08-05,"401,500",0.0%,"302,000",303.5%,"38,597,000,990",41,28,215.4%,"4,357,277",2,4,한국,한국,(주)씨제이이엔엠
152,동아시아반일무장전선,2020-08-20,"309,000",0.0%,"-161,000",-34.3%,"8,394,000",41,-27,-39.7%,"1,071",2,9,한국,한국,아이 엠
154,그리드,2020-10-15,"328,000",0.0%,"-5,483,300",-94.4%,"21,471,500",40,-615,-93.9%,"2,419",6,12,영국,영국,와이드 릴리즈(주)
155,비투스,2008-04-09,"272,000",0.0%,"256,000",1600.0%,"232,501,500",39,36,1200.0%,"35,578",1,2,스위스,스위스,이미지팩토리
155,인시디어스,2012-09-13,"273,000",0.0%,"273,000",100.0%,"371,043,500",39,39,100.0%,"52,131",1,3,미국,미국,(주)쇼박스
157,언제나 둘이서,,"76,000",0.0%,"76,000",100.0%,"7,045,000",38,38,100.0%,"3,203",1,7,영국,영국,
