●26주차 (2021년 06월 28일 ~ 2021년 07월 04일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
30,레일로드 워,2021-06-30,"7,809,570",0.1%,"6,882,570",742.5%,"8,736,570",882,779,756.3%,985,45,230,중국,중국,(주)디스테이션
31,랑종,2021-07-14,"8,566,000",0.1%,"8,566,000",100.0%,"8,566,000",855,855,100.0%,855,3,6,한국,한국,(주)쇼박스
32,노매드랜드,2021-04-15,"6,515,200",0.1%,"-149,500",-2.2%,"780,531,340",718,-5,-0.7%,"83,281",8,63,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
33,캐시트럭,2021-06-09,"6,326,940",0.1%,"-61,270,660",-90.6%,"2,157,574,190",696,"-6,628",-90.5%,"227,030",53,190,미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹"
34,우리는 매일매일,2021-06-30,"5,113,500",0.0%,"3,545,500",226.1%,"10,655,500",610,414,211.2%,"1,330",30,147,한국,한국,㈜인디스토리
35,분노의 질주,2001-09-21,"4,664,000",0.0%,"-23,854,000",-83.6%,"67,834,000",590,"-2,873",-83.0%,"7,266",38,133,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
36,미나리,2021-03-03,"3,850,900",0.0%,"1,793,400",87.2%,"10,207,959,050",579,312,116.9%,"1,133,460",4,22,미국,미국,판씨네마(주)
37,북샵,2021-06-24,"3,943,000",0.0%,"745,000",23.3%,"7,141,000",544,103,23.4%,985,7,42,스페인,스페인,(주)콘텐츠판다
38,아야와 마녀,2021-06-10,"4,648,000",0.0%,"-9,682,800",-67.6%,"247,880,420",530,"-1,292",-70.9%,"30,352",12,50,일본,일본,(주)리틀빅픽쳐스
39,기방도령,2019-07-10,"5,280,000",0.0%,"5,280,000",100.0%,"2,335,510,190",528,528,100.0%,"287,581",8,24,한국,한국,판씨네마(주)
40,열아홉,2021-06-30,"4,317,000",0.0%,"3,547,000",460.6%,"5,087,000",512,402,365.5%,622,26,154,한국,한국,(주)리틀빅픽쳐스
41,블랙 위도우,2021-07-07,"5,925,000",0.1%,0,0.0%,"11,850,000",395,0,0.0%,790,1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
42,트립 투 그리스,2021-07-08,"3,054,000",0.0%,"3,054,000",100.0%,"3,054,000",373,373,100.0%,373,3,6,영국,영국,"찬란,하이, 스트레인저"
43,썸머타임,,"732,000",0.0%,"732,000",100.0%,"16,533,000",366,366,100.0%,"7,852",1,9,영국,"영국,미국",
44,니키리라고도 알려진,,"3,659,000",0.0%,"3,659,000",100.0%,"3,659,000",357,357,100.0%,357,2,17,미국,미국,
45,그레타 툰베리,2021-06-17,"3,066,900",0.0%,"-3,399,600",-52.6%,"18,575,600",356,-350,-49.6%,"2,158",12,65,미국,미국,(주)영화사 진진
46,데이팅 앰버,2021-06-23,"2,817,470",0.0%,"-3,465,170",-55.2%,"9,100,110",338,-305,-47.4%,981,33,149,기타,기타,주식회사 왓챠
47,청춘선거,2021-06-17,"1,450,000",0.0%,"-2,278,500",-61.1%,"10,784,500",330,-299,-47.5%,"1,610",11,43,한국,한국,아이 엠
48,족벌 두 신문 이야기,2021-01-01,"3,378,000",0.0%,"3,378,000",100.0%,"14,054,400",315,315,100.0%,"1,705",2,3,한국,한국,(주)엣나인필름
49,더 데빌,2021-06-23,"5,339,000",0.0%,"-10,090,500",-65.4%,"20,768,500",282,-553,-66.2%,"1,117",19,63,한국,한국,CGV ICECON
49,부활,2020-07-09,"2,028,000",0.0%,"628,000",44.9%,"184,277,750",282,92,48.4%,"23,174",2,3,한국,한국,(주)중헌홀딩스
51,좀비크러쉬: 헤이리,2021-06-30,"2,321,970",0.0%,"1,430,970",160.6%,"3,212,970",277,178,179.8%,376,23,97,한국,한국,필름다빈
52,"식물카페, 온정",2021-06-24,"1,958,670",0.0%,"-337,800",-14.7%,"4,255,140",245,-22,-8.2%,512,13,64,한국,한국,매치컷(주)
53,산딸기,1982-09-04,"468,000",0.0%,"468,000",100.0%,"2,690,000",234,234,100.0%,"1,340",1,9,한국,한국,
54,와이키키 브라더스,2001-10-26,"1,762,000",0.0%,"-3,623,000",-67.3%,"8,795,900",221,-451,-67.1%,"1,156",25,86,한국,한국,CJ ENM
55,극장판 콩순이: 장난감나라 대모험,2021-05-05,"1,803,140",0.0%,"-362,240",-16.7%,"676,016,020",214,-47,-18.0%,"77,230",5,44,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
56,플래시백,2021-06-10,"1,328,000",0.0%,"-5,223,970",-79.7%,"44,093,400",205,-870,-80.9%,"5,774",5,31,캐나다,캐나다,판씨네마(주)
57,프로페서 앤 매드맨,2021-06-02,"1,605,500",0.0%,"-555,700",-25.7%,"150,121,510",194,-85,-30.5%,"17,409",6,29,미국,미국,그린나래미디어(주)
58,"그 여름, 가장 차가웠던",2021-06-17,"1,609,400",0.0%,"-11,376,670",-87.6%,"45,270,380",193,"-1,336",-87.4%,"5,191",18,73,중국,중국,"(주)싸이더스,찬란"
59,인트로덕션,2021-05-27,"1,547,000",0.0%,"-1,466,900",-48.7%,"53,015,270",186,-154,-45.3%,"5,906",12,46,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
60,부활: 그 증거,2020-10-08,"1,415,000",0.0%,"-7,246,000",-83.7%,"424,706,790",180,-863,-82.7%,"51,245",2,7,한국,한국,(주)영화사 진진
61,저승보다 낯선,2021-06-30,"1,519,500",0.0%,"1,519,500",100.0%,"1,625,500",175,175,100.0%,191,9,45,한국,한국,(주)스튜디오 보난자
62,강호아녀,2021-06-10,"1,381,500",0.0%,"-551,000",-28.5%,"17,853,770",172,-81,-32.0%,"2,159",9,32,프랑스,프랑스,(주)에스와이코마드
62,까치발,2021-06-03,"939,000",0.0%,"-1,016,000",-52.0%,"17,754,000",172,-30,-14.9%,"2,270",6,22,한국,한국,(주)시네마달
64,클라이밍,2021-06-16,"1,210,500",0.0%,"-8,311,970",-87.3%,"37,037,850",157,"-1,395",-89.9%,"5,620",26,82,한국,한국,(주)트리플픽쳐스
65,이번엔 잘 되겠지,2021-07-08,"1,341,000",0.0%,"1,341,000",100.0%,"1,341,000",149,149,100.0%,149,1,2,한국,한국,THE 픽쳐스
66,더 파더,2021-04-07,"1,038,500",0.0%,"-988,440",-48.8%,"394,752,500",148,-78,-34.5%,"46,332",3,16,영국,영국,판씨네마(주)
66,필로우 토크,,"296,000",0.0%,"296,000",100.0%,"11,417,500",148,148,100.0%,"5,693",1,7,미국,미국,
68,라 트라비아타,2018-03-04,"3,060,200",0.0%,"1,805,700",143.9%,"28,531,700",142,84,144.8%,"1,936",7,13,독일,독일,(주)케빈앤컴퍼니
69,화이트 온 화이트,2021-06-10,"969,000",0.0%,"-193,100",-16.6%,"11,819,010",141,-14,-9.0%,"1,498",6,23,스페인,스페인,"대성필름,시네마 뉴원"
70,뮤턴트 워,2021-07-01,"700,000",0.0%,"700,000",100.0%,"700,000",140,140,100.0%,140,5,7,캐나다,캐나다,주식회사 풍경소리
71,굴뚝마을의 푸펠,2021-05-26,"738,000",0.0%,"-2,709,500",-78.6%,"205,679,390",120,-329,-73.3%,"23,684",3,10,일본,일본,"(주)리틀빅픽쳐스,(주)레드로버"
71,아나스타샤,,"305,000",0.0%,"305,000",100.0%,"3,791,000",120,120,100.0%,"1,725",1,5,미국,미국,
73,라이더스 오브 저스티스,2021-06-02,"918,500",0.0%,"-1,607,800",-63.6%,"67,421,050",119,-139,-53.9%,"7,131",14,54,기타,기타,주식회사 왓챠
73,세상의 끝에서 커피 한잔,2015-11-05,"896,000",0.0%,"896,000",100.0%,"32,113,000",119,119,100.0%,"4,235",1,2,일본,"일본,대만",(주)도키엔터테인먼트
75,신해석 삼국지,2021-06-24,"887,200",0.0%,"-5,356,240",-85.8%,"8,619,580",115,-738,-86.5%,"1,228",11,40,일본,일본,"(주)리틀빅픽쳐스,(주)레드로버"
75,애플,2021-05-26,"856,500",0.0%,"-2,064,910",-70.7%,"64,630,080",115,-274,-70.4%,"8,126",7,25,기타,기타,(주)다자인소프트
77,내겐 너무 소중한 너,2021-05-12,"684,000",0.0%,"553,000",422.1%,"216,401,420",114,92,418.2%,"24,667",1,1,한국,한국,(주)파인스토리
78,은술잔,,"260,000",0.0%,"135,000",108.0%,"6,454,000",104,54,108.0%,"3,198",1,6,미국,미국,
79,죽어도 좋은 경험: 천사여 악녀가 되라,2021-07-15,"927,000",0.0%,"927,000",100.0%,"927,000",103,103,100.0%,103,1,1,한국,한국,주식회사 블루필름웍스
80,극장판 프리! - 테이크 유어 마크 -,2018-04-12,"1,000,000",0.0%,"1,000,000",100.0%,"139,630,500",100,100,100.0%,"23,148",1,1,일본,일본,(주)디스테이션
80,형부 내꺼 할래,,"500,000",0.0%,"500,000",100.0%,"500,000",100,100,100.0%,100,5,5,한국,한국,(주)나우콘텐츠
80,쉿!누나의 비밀,,"500,000",0.0%,"500,000",100.0%,"500,000",100,100,100.0%,100,5,5,한국,한국,주식회사 패콘
80,일탈아내,2021-07-02,"500,000",0.0%,"500,000",100.0%,"500,000",100,100,100.0%,100,5,5,한국,한국,(주)룬컴퍼니
84,낫아웃,2021-06-03,"873,500",0.0%,"-1,051,500",-54.6%,"78,362,980",95,-116,-55.0%,"9,218",9,19,한국,한국,"케이티하이텔(주),판씨네마(주)"
85,세상의 모든 디저트: 러브 사라,2021-02-04,"710,000",0.0%,"210,000",42.0%,"55,870,170",94,44,88.0%,"6,676",1,2,영국,영국,(주)티캐스트
86,가버나움,2019-01-24,"637,000",0.0%,"637,000",100.0%,"1,212,441,519",91,91,100.0%,"146,854",1,1,기타,기타,"그린나래미디어(주),플레이리스트(주)"
87,샤먼 로드,2021-07-03,"249,000",0.0%,"249,000",100.0%,"435,000",90,90,100.0%,128,2,5,한국,한국,강 컨텐츠
88,MSFF2021 인사이드 더 트웬티-16mm(2),,"527,000",0.0%,"527,000",100.0%,"527,000",88,88,100.0%,88,1,2,한국,한국,
88,유리씨즈,1975-12-27,"176,000",0.0%,"176,000",100.0%,"26,633,000",88,88,100.0%,"13,546",1,12,이탈리아,이탈리아,
90,날씨의 아이,2019-10-30,"763,000",0.0%,"659,000",633.7%,"5,875,250,190",87,74,569.2%,"716,688",3,8,일본,일본,"(주)미디어캐슬,워터홀컴퍼니(주)"
91,자산어보,2021-03-31,"581,000",0.0%,"493,000",560.2%,"2,998,842,490",83,67,418.8%,"338,997",1,2,한국,한국,메가박스중앙(주)플러스엠
92,MSFF2021 인사이드 더 트웬티-35mm(1),,"484,000",0.0%,"484,000",100.0%,"484,000",81,81,100.0%,81,1,2,한국,한국,
92,굿바이,2008-10-30,"594,000",0.0%,"594,000",100.0%,"948,139,520",81,81,100.0%,"149,452",1,1,일본,일본,"(주)드림팩트엔터테인먼트,㈜케이디미디어"
94,태양을 덮다,2021-03-11,"560,000",0.0%,"560,000",100.0%,"17,891,420",80,80,100.0%,"2,661",1,1,일본,일본,(주)트리플픽쳐스
94,MSFF2021 인사이드 더 트웬티-16mm(1),,"479,000",0.0%,"479,000",100.0%,"479,000",80,80,100.0%,80,1,2,한국,한국,
94,우리들의 사랑스런 8월,,"561,000",0.0%,"561,000",100.0%,"1,007,000",80,80,100.0%,167,1,1,프랑스,"프랑스,포르투갈",
97,야구소녀,2020-06-18,"711,000",0.0%,"435,000",157.6%,"320,347,720",79,56,243.5%,"37,511",1,1,한국,한국,"(주)싸이더스,찬란"
98,스테이션 7,2017-12-07,"780,000",0.0%,"780,000",100.0%,"170,800,100",78,78,100.0%,"22,714",1,1,러시아,러시아,(주)영화사 진진
98,MSFF2021 아웃사이드 더 트웬티-16mm(1),,"466,000",0.0%,"466,000",100.0%,"466,000",78,78,100.0%,78,1,2,한국,한국,
98,카라마조프가의 형제들,,"156,000",0.0%,"-532,000",-77.3%,"12,352,000",78,-261,-77.0%,"5,682",1,3,미국,미국,
101,전주에서 길을 묻다,2021-06-01,"150,000",0.0%,"-172,000",-53.4%,"773,000",75,-86,-53.4%,360,1,9,한국,한국,주식회사 씨엠닉스
102,중경삼림,1995-09-02,"594,000",0.0%,"22,500",3.9%,"643,744,570",73,7,10.6%,"68,994",2,10,홍콩,홍콩,(주)디스테이션
103,광대: 소리꾼 감독판,,"630,000",0.0%,"-2,889,000",-82.1%,"12,954,000",70,-310,-81.6%,"1,409",1,1,한국,한국,(주)리틀빅픽쳐스
104,은혼 더 파이널,2021-07-22,"544,000",0.0%,"544,000",100.0%,"544,000",68,68,100.0%,68,1,1,일본,일본,워터홀컴퍼니(주)
104,보통날,2021-07-01,"236,000",0.0%,"236,000",100.0%,"236,000",68,68,100.0%,68,1,8,한국,한국,주식회사 씨엠닉스
106,타부,,"451,000",0.0%,"451,000",100.0%,"1,410,000",64,64,100.0%,226,1,1,포르투갈,"포르투갈,독일,브라질,프랑스",
107,더 배니싱,2021-06-30,"352,000",0.0%,"352,000",100.0%,"352,000",62,62,100.0%,62,5,12,영국,영국,주식회사 디에스이이디
108,빅 피쉬,2004-03-05,"305,000",0.0%,"-56,000",-15.5%,"600,763,700",61,23,60.5%,"85,594",3,4,미국,미국,"(주)팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜"
109,조작된 도시,2017-02-09,"768,000",0.0%,"768,000",100.0%,"20,145,472,587",60,60,100.0%,"2,515,650",1,1,한국,한국,(주)씨제이이엔엠
109,프랑스여자,2020-06-04,"300,000",0.0%,"300,000",100.0%,"141,841,900",60,60,100.0%,"19,883",1,1,한국,한국,"(주)디스테이션,롯데컬처웍스(주)롯데엔터테인먼트"
109,논두렁 엘프,,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,한국,한국,(주)담화
109,미구엘 고메스 단편 1,,"421,000",0.0%,"421,000",100.0%,"421,000",60,60,100.0%,60,1,2,포르투갈,포르투갈,
109,만족한 유부녀,2021-07-02,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,일본,일본,(주)픽쳐레스크
114,원더,2017-12-27,"406,000",0.0%,"406,000",100.0%,"2,060,396,729",58,58,100.0%,"270,993",1,1,미국,미국,"CGV아트하우스,그린나래미디어(주)"
114,밥정,2020-10-07,"408,000",0.0%,"408,000",100.0%,"129,438,940",58,58,100.0%,"16,483",1,1,한국,한국,(주)엣나인필름
114,MSFF2021 아웃사이드 더 트웬티-35mm(1),,"346,000",0.0%,"346,000",100.0%,"346,000",58,58,100.0%,58,1,2,한국,한국,
117,소울,2021-01-20,"399,000",0.0%,"-5,500",-1.4%,"19,033,758,180",57,-23,-28.8%,"2,048,079",1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
117,호크니,2019-08-08,"399,000",0.0%,"399,000",100.0%,"139,139,352",57,57,100.0%,"17,050",1,1,영국,영국,"그린나래미디어(주),(주)키다리이엔티"
119,500일의 썸머,2010-01-21,"486,410",0.0%,"-982,340",-66.9%,"2,373,693,800",56,-111,-66.5%,"298,624",3,7,미국,미국,"(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)"
119,천일야화 1,,"386,000",0.0%,"386,000",100.0%,"1,750,000",56,56,100.0%,290,1,1,포르투갈,"포르투갈,프랑스,독일,스위스",
121,아파치,,"127,500",0.0%,"127,500",100.0%,"7,609,500",51,51,100.0%,"3,394",1,4,미국,미국,
122,너는 저편에,2021-07-01,"362,000",0.0%,"362,000",100.0%,"362,000",47,47,100.0%,47,5,11,일본,일본,"(주)영진크리에이티브,(주)다날엔터테인먼트"
123,작가 미상,2020-02-20,"1,380,000",0.0%,"1,380,000",100.0%,"110,442,960",46,46,100.0%,"13,696",1,1,독일,독일,(주)영화사 진진
124,파이프라인,2021-05-26,"245,000",0.0%,"-2,275,500",-90.3%,"1,198,649,450",45,-368,-89.1%,"136,281",2,3,한국,한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스"
124,트립 투 잉글랜드,2015-11-26,"295,500",0.0%,"295,500",100.0%,"34,041,300",45,45,100.0%,"4,337",1,6,영국,영국,찬란
124,일 트로바토레,2016-01-16,"1,144,600",0.0%,"-174,800",-13.2%,"75,099,800",45,-10,-18.2%,"3,044",6,10,미국,미국,(주) 인스터 글로벌
127,패터슨,2017-12-21,"434,000",0.0%,"-794,000",-64.7%,"567,250,208",44,-93,-67.9%,"68,510",1,1,프랑스,"프랑스,독일,미국",그린나래미디어(주)
127,천일야화 2,,"293,000",0.0%,"293,000",100.0%,"1,368,000",44,44,100.0%,220,1,1,포르투갈,"포르투갈,프랑스,독일,스위스",
129,트립 투 이탈리아,2015-06-04,"273,000",0.0%,"273,000",100.0%,"164,965,800",43,43,100.0%,"21,551",1,6,영국,영국,찬란
130,SIWOLF2021 단편경쟁5,,"210,000",0.0%,"210,000",100.0%,"210,000",42,42,100.0%,42,1,1,한국,한국,
130,천일야화 3,,"280,000",0.0%,"280,000",100.0%,"1,327,000",42,42,100.0%,213,1,1,포르투갈,"포르투갈,프랑스,독일,스위스",
130,사형대의 엘리베이터,,"191,500",0.0%,"191,500",100.0%,"191,500",42,42,100.0%,42,1,2,프랑스,프랑스,
130,테이스팅 메뉴,,"257,000",0.0%,"257,000",100.0%,"257,000",42,42,100.0%,42,1,2,스페인,스페인,(주)엣나인필름
134,쉘부르의 우산,1992-09-26,"263,000",0.0%,"-355,000",-57.4%,"122,505,168",41,-54,-56.8%,"16,830",1,2,프랑스,"프랑스,독일",(주)에스와이코마드
134,카발레리아 루스티카나,2021-07-03,"898,000",0.0%,"898,000",100.0%,"898,000",41,41,100.0%,41,9,10,이탈리아,이탈리아,일미디어
134,내 친구의 집은 어디인가,1996-08-17,"290,000",0.0%,"136,000",88.3%,"11,182,000",41,18,78.3%,"1,519",1,2,이란,이란,
134,위안,,"286,000",0.0%,"286,000",100.0%,"509,000",41,41,100.0%,72,1,1,한국,한국,
138,트립 투 스페인,2018-05-17,"269,000",0.0%,"269,000",100.0%,"91,884,317",39,39,100.0%,"11,635",1,5,영국,영국,아이 엠
138,로마 제국의 멸망,,"117,000",0.0%,"117,000",100.0%,"8,946,000",39,39,100.0%,"4,451",1,1,미국,미국,
138,라 트라비아타,,"1,058,000",0.0%,"-2,125,500",-66.8%,"12,758,100",39,-65,-62.5%,460,7,7,이탈리아,이탈리아,일미디어
141,SIWOLF2021 단편경쟁3,,"160,000",0.0%,"160,000",100.0%,"160,000",37,37,100.0%,37,1,1,한국,한국,
141,자신에 적합한 얼굴,,"237,000",0.0%,"237,000",100.0%,"1,099,000",37,37,100.0%,197,1,1,포르투갈,포르투갈,
141,영면,2021-07-01,"79,000",0.0%,"79,000",100.0%,"79,000",37,37,100.0%,37,1,8,한국,한국,주식회사 씨엠닉스
144,혼자 사는 사람들,2021-05-19,"248,000",0.0%,"-1,300,800",-84.0%,"110,584,060",36,-154,-81.1%,"12,413",4,14,한국,한국,주식회사 더쿱
145,화양연화,2000-10-20,"315,000",0.0%,"-20,000",-6.0%,"980,779,600",35,-2,-5.4%,"110,635",2,8,홍콩,"홍콩,프랑스",(주)디스테이션
145,15번째 돌,,"225,000",0.0%,"225,000",100.0%,"225,000",35,35,100.0%,35,1,1,포르투갈,포르투갈,
147,피아골,1955-09-23,"68,000",0.0%,"68,000",100.0%,"1,842,000",34,34,100.0%,921,1,6,한국,한국,
148,SIWOLF2021 단편경쟁4,,"214,000",0.0%,"214,000",100.0%,"214,000",33,33,100.0%,33,1,1,한국,한국,
149,돌아오지 않는 강,1971-04-27,"64,000",0.0%,"64,000",100.0%,"23,336,858",32,32,100.0%,"12,673",1,4,미국,미국,
150,사당동 더하기 33,,"202,000",0.0%,"202,000",100.0%,"3,329,000",31,31,100.0%,623,1,1,한국,한국,
150,지하실의 멜로디,,"171,000",0.0%,"116,000",210.9%,"1,311,000",31,20,181.8%,258,1,2,프랑스,"프랑스,이탈리아",
152,국가부도의 날,2018-11-28,"390,000",0.0%,"390,000",100.0%,"30,895,057,837",30,30,100.0%,"3,755,469",1,1,한국,한국,(주)씨제이이엔엠
152,언어의 정원,2013-08-14,"236,500",0.0%,"156,500",195.6%,"508,958,893",30,20,200.0%,"76,561",3,6,일본,일본,(주)팝엔터테인먼트
152,뱅퀴시,2021-06-24,"150,000",0.0%,"-4,778,900",-97.0%,"5,154,900",30,-949,-96.9%,"1,019",2,6,미국,미국,(주)까멜리아이엔티
155,세자매,2021-01-27,"140,000",0.0%,"-815,000",-85.3%,"703,335,930",28,-163,-85.3%,"83,505",1,1,한국,한국,(주)리틀빅픽쳐스
155,성적표의 김민영,,"224,000",0.0%,"224,000",100.0%,"224,000",28,28,100.0%,28,1,1,한국,한국,
155,진홍의 평원,,"56,000",0.0%,"56,000",100.0%,"6,537,000",28,28,100.0%,"3,240",1,4,영국,영국,
155,너의 이름은.,2017-01-04,"250,940",0.0%,"34,940",16.2%,"30,080,229,076",28,1,3.7%,"3,738,506",1,4,일본,일본,메가박스중앙(주)플러스엠
159,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,"198,500",0.0%,"198,500",100.0%,"787,714,110",27,27,100.0%,"88,023",1,3,일본,일본,(주)애니플러스
160,두 번째 숨결,,"136,000",0.0%,"88,000",183.3%,"932,000",26,17,188.9%,153,1,1,프랑스,프랑스,
160,다윗과 밧세바,,"52,000",0.0%,"52,000",100.0%,"12,678,000",26,26,100.0%,"6,372",1,1,미국,미국,
160,SIWOLF2021 단편경쟁1,,"119,000",0.0%,"119,000",100.0%,"119,000",26,26,100.0%,26,1,1,한국,한국,
